ArrivedTime,ExecutionTime(ms),,,,,,,,,,,
10/06/2020 14:49:25.575 ,0,,,,,,,,,,,
10/06/2020 14:49:19.651 ,0,,,,,,,,,,,
10/06/2020 14:48:52.404 ,21,,,,,,,,,,,
10/06/2020 14:49:41.283 ,0,,,,,,,,,,,
10/06/2020 14:48:40.887 ,22,,,,,,,,,,,
10/06/2020 14:44:20.644 ,299,,,,,,,,,,,
10/06/2020 14:49:43.546 ,0,,,,,,,,,,,
10/06/2020 14:48:54.994 ,22,,,,,,,,,,,
10/06/2020 14:49:15.887 ,3,,,,,,,,,,,
10/06/2020 14:48:57.539 ,0,,,,,,,,,,,
10/06/2020 14:48:48.107 ,23,,,,,,,,,,,
10/06/2020 14:49:22.545 ,15,,,,,,,,,,,
10/06/2020 14:48:57.160 ,18,,,,,,,,,,,
10/06/2020 14:49:20.490 ,1,,,,,,,,,,,
10/06/2020 14:49:26.103 ,2,,,,,,,,,,,
10/06/2020 14:48:09.508 ,73,,,,,,,,,,,
10/06/2020 14:25:37.511 ,0,,,,,,,,,,,
10/06/2020 14:24:34.853 ,33,,,,,,,,,,,
10/06/2020 14:25:09.033 ,1,,,,,,,,,,,
10/06/2020 14:25:50.693 ,0,,,,,,,,,,,
10/06/2020 14:24:45.759 ,53,,,,,,,,,,,
10/06/2020 14:25:38.118 ,0,,,,,,,,,,,
10/06/2020 14:25:37.896 ,0,,,,,,,,,,,
10/06/2020 14:25:36.861 ,0,,,,,,,,,,,
10/06/2020 14:25:35.130 ,0,,,,,,,,,,,
10/06/2020 14:25:35.762 ,0,,,,,,,,,,,
10/06/2020 14:24:41.026 ,0,,,,,,,,,,,
10/06/2020 14:25:36.832 ,0,,,,,,,,,,,
10/06/2020 14:25:35.539 ,0,,,,,,,,,,,
10/06/2020 14:24:35.419 ,22,,,,,,,,,,,
10/06/2020 14:26:02.712 ,0,,,,,,,,,,,
10/06/2020 14:26:00.830 ,0,,,,,,,,,,,
10/06/2020 14:24:35.711 ,22,,,,,,,,,,,
10/06/2020 14:25:21.312 ,0,,,,,,,,,,,
10/06/2020 14:25:35.488 ,0,,,,,,,,,,,
10/06/2020 14:25:33.745 ,0,,,,,,,,,,,
10/06/2020 14:25:35.827 ,0,,,,,,,,,,,
10/06/2020 14:25:36.739 ,0,,,,,,,,,,,
10/06/2020 14:25:36.612 ,0,,,,,,,,,,,
10/06/2020 14:25:37.886 ,0,,,,,,,,,,,
10/06/2020 14:24:42.091 ,0,,,,,,,,,,,
10/06/2020 14:25:37.098 ,0,,,,,,,,,,,
10/06/2020 14:25:51.947 ,0,,,,,,,,,,,
10/06/2020 14:26:10.364 ,0,,,,,,,,,,,
10/06/2020 14:26:10.374 ,0,,,,,,,,,,,
10/06/2020 14:25:04.266 ,0,,,,,,,,,,,
10/06/2020 14:25:36.045 ,1,,,,,,,,,,,
10/06/2020 14:26:02.278 ,0,,,,,,,,,,,
10/06/2020 14:25:37.975 ,0,,,,,,,,,,,
10/06/2020 14:25:29.818 ,0,,,,,,,,,,,
10/06/2020 14:25:29.613 ,0,,,,,,,,,,,
10/06/2020 14:25:28.212 ,0,,,,,,,,,,,
10/06/2020 14:25:26.780 ,0,,,,,,,,,,,
10/06/2020 14:26:10.404 ,0,,,,,,,,,,,
10/06/2020 14:24:37.575 ,47,,,,,,,,,,,
10/06/2020 14:25:34.713 ,1,,,,,,,,,,,
10/06/2020 14:26:10.426 ,0,,,,,,,,,,,
10/06/2020 14:24:57.688 ,0,,,,,,,,,,,
10/06/2020 14:25:52.937 ,0,,,,,,,,,,,
10/06/2020 14:26:02.967 ,0,,,,,,,,,,,
10/06/2020 14:25:30.584 ,3,,,,,,,,,,,
10/06/2020 14:25:37.343 ,0,,,,,,,,,,,
10/06/2020 14:25:36.142 ,0,,,,,,,,,,,
10/06/2020 14:25:36.880 ,0,,,,,,,,,,,
10/06/2020 14:25:37.683 ,0,,,,,,,,,,,
10/06/2020 14:25:26.327 ,0,,,,,,,,,,,
10/06/2020 14:25:27.681 ,0,,,,,,,,,,,
10/06/2020 14:25:28.718 ,0,,,,,,,,,,,
10/06/2020 14:25:29.713 ,0,,,,,,,,,,,
10/06/2020 14:25:30.685 ,0,,,,,,,,,,,
10/06/2020 14:25:31.364 ,0,,,,,,,,,,,
10/06/2020 14:25:31.837 ,0,,,,,,,,,,,
10/06/2020 14:25:33.021 ,0,,,,,,,,,,,
10/06/2020 14:24:37.213 ,35,,,,,,,,,,,
10/06/2020 14:26:10.102 ,0,,,,,,,,,,,
10/06/2020 14:25:34.222 ,0,,,,,,,,,,,
10/06/2020 14:25:33.301 ,0,,,,,,,,,,,
10/06/2020 14:25:30.902 ,0,,,,,,,,,,,
10/06/2020 14:25:31.768 ,0,,,,,,,,,,,
10/06/2020 14:25:30.913 ,0,,,,,,,,,,,
10/06/2020 14:25:33.184 ,0,,,,,,,,,,,
10/06/2020 14:25:34.861 ,0,,,,,,,,,,,
10/06/2020 14:25:35.123 ,0,,,,,,,,,,,
10/06/2020 14:26:31.018 ,0,,,,,,,,,,,
10/06/2020 14:24:44.394 ,74,,,,,,,,,,,
10/06/2020 14:25:53.094 ,11,,,,,,,,,,,
10/06/2020 14:26:15.751 ,0,,,,,,,,,,,
10/06/2020 14:25:31.281 ,1,,,,,,,,,,,
10/06/2020 14:25:59.851 ,0,,,,,,,,,,,
10/06/2020 14:25:35.947 ,0,,,,,,,,,,,
10/06/2020 14:25:50.232 ,0,,,,,,,,,,,
10/06/2020 14:25:36.276 ,0,,,,,,,,,,,
10/06/2020 14:25:37.758 ,0,,,,,,,,,,,
10/06/2020 14:25:36.449 ,0,,,,,,,,,,,
10/06/2020 14:25:37.024 ,0,,,,,,,,,,,
10/06/2020 14:25:37.489 ,0,,,,,,,,,,,
10/06/2020 14:25:37.359 ,0,,,,,,,,,,,
10/06/2020 14:26:02.258 ,0,,,,,,,,,,,
10/06/2020 14:26:30.772 ,0,,,,,,,,,,,
10/06/2020 14:25:32.707 ,0,,,,,,,,,,,
10/06/2020 14:25:33.343 ,0,,,,,,,,,,,
10/06/2020 14:25:25.389 ,4,,,,,,,,,,,
10/06/2020 14:25:29.884 ,0,,,,,,,,,,,
10/06/2020 14:25:30.730 ,0,,,,,,,,,,,
10/06/2020 14:25:33.011 ,0,,,,,,,,,,,
10/06/2020 14:25:30.618 ,0,,,,,,,,,,,
10/06/2020 14:25:32.250 ,0,,,,,,,,,,,
10/06/2020 14:25:36.245 ,0,,,,,,,,,,,
10/06/2020 14:24:43.244 ,76,,,,,,,,,,,
10/06/2020 14:25:35.202 ,0,,,,,,,,,,,
10/06/2020 14:25:36.145 ,0,,,,,,,,,,,
10/06/2020 14:25:36.845 ,0,,,,,,,,,,,
10/06/2020 14:25:36.768 ,0,,,,,,,,,,,
10/06/2020 14:25:37.504 ,0,,,,,,,,,,,
10/06/2020 14:25:37.945 ,0,,,,,,,,,,,
10/06/2020 14:25:37.627 ,0,,,,,,,,,,,
10/06/2020 14:25:37.940 ,0,,,,,,,,,,,
10/06/2020 14:25:59.951 ,0,,,,,,,,,,,
10/06/2020 14:26:10.613 ,0,,,,,,,,,,,
10/06/2020 14:26:19.616 ,0,,,,,,,,,,,
10/06/2020 14:25:27.804 ,0,,,,,,,,,,,
10/06/2020 14:25:32.243 ,0,,,,,,,,,,,
10/06/2020 14:25:29.715 ,0,,,,,,,,,,,
10/06/2020 14:25:31.657 ,0,,,,,,,,,,,
10/06/2020 14:25:30.902 ,0,,,,,,,,,,,
10/06/2020 14:25:29.101 ,0,,,,,,,,,,,
10/06/2020 14:25:35.861 ,0,,,,,,,,,,,
10/06/2020 14:25:35.554 ,0,,,,,,,,,,,
10/06/2020 14:25:34.745 ,0,,,,,,,,,,,
10/06/2020 14:25:33.206 ,0,,,,,,,,,,,
10/06/2020 14:25:34.293 ,0,,,,,,,,,,,
10/06/2020 14:25:32.917 ,0,,,,,,,,,,,
10/06/2020 14:26:32.773 ,0,,,,,,,,,,,
10/06/2020 14:26:06.588 ,0,,,,,,,,,,,
10/06/2020 14:25:53.005 ,0,,,,,,,,,,,
10/06/2020 14:26:10.269 ,0,,,,,,,,,,,
10/06/2020 14:24:48.036 ,97,,,,,,,,,,,
10/06/2020 14:25:06.510 ,0,,,,,,,,,,,
10/06/2020 14:26:25.698 ,0,,,,,,,,,,,
10/06/2020 14:25:36.037 ,0,,,,,,,,,,,
10/06/2020 14:25:35.320 ,0,,,,,,,,,,,
10/06/2020 14:25:34.848 ,0,,,,,,,,,,,
10/06/2020 14:25:34.264 ,0,,,,,,,,,,,
10/06/2020 14:25:33.512 ,0,,,,,,,,,,,
10/06/2020 14:25:32.617 ,1,,,,,,,,,,,
10/06/2020 14:25:32.697 ,0,,,,,,,,,,,
10/06/2020 14:25:31.987 ,0,,,,,,,,,,,
10/06/2020 14:24:35.849 ,0,,,,,,,,,,,
10/06/2020 14:25:30.717 ,0,,,,,,,,,,,
10/06/2020 14:25:29.672 ,0,,,,,,,,,,,
10/06/2020 14:25:28.733 ,0,,,,,,,,,,,
10/06/2020 14:26:41.819 ,0,,,,,,,,,,,
10/06/2020 14:24:47.309 ,57,,,,,,,,,,,
10/06/2020 14:24:43.844 ,49,,,,,,,,,,,
10/06/2020 14:26:18.300 ,0,,,,,,,,,,,
10/06/2020 14:24:51.624 ,79,,,,,,,,,,,
10/06/2020 14:26:43.731 ,0,,,,,,,,,,,
10/06/2020 14:26:11.613 ,0,,,,,,,,,,,
10/06/2020 14:26:41.619 ,0,,,,,,,,,,,
10/06/2020 14:26:16.898 ,0,,,,,,,,,,,
10/06/2020 14:26:14.495 ,0,,,,,,,,,,,
10/06/2020 14:26:31.836 ,1,,,,,,,,,,,
10/06/2020 14:26:39.422 ,1,,,,,,,,,,,
10/06/2020 14:24:54.394 ,99,,,,,,,,,,,
10/06/2020 14:24:51.172 ,83,,,,,,,,,,,
10/06/2020 14:26:12.862 ,0,,,,,,,,,,,
10/06/2020 14:26:49.572 ,0,,,,,,,,,,,
10/06/2020 14:26:43.437 ,0,,,,,,,,,,,
10/06/2020 14:26:09.644 ,0,,,,,,,,,,,
10/06/2020 14:26:44.721 ,0,,,,,,,,,,,
10/06/2020 14:26:09.743 ,0,,,,,,,,,,,
10/06/2020 14:26:29.292 ,0,,,,,,,,,,,
10/06/2020 14:26:13.797 ,0,,,,,,,,,,,
10/06/2020 14:26:53.795 ,1,,,,,,,,,,,
10/06/2020 14:26:39.841 ,0,,,,,,,,,,,
10/06/2020 14:26:36.524 ,0,,,,,,,,,,,
10/06/2020 14:27:00.592 ,0,,,,,,,,,,,
10/06/2020 14:25:28.011 ,0,,,,,,,,,,,
10/06/2020 14:25:36.007 ,44,,,,,,,,,,,
10/06/2020 14:27:08.880 ,0,,,,,,,,,,,
10/06/2020 14:26:41.801 ,0,,,,,,,,,,,
10/06/2020 14:26:25.932 ,0,,,,,,,,,,,
10/06/2020 14:26:47.012 ,0,,,,,,,,,,,
10/06/2020 14:26:24.286 ,0,,,,,,,,,,,
10/06/2020 14:25:02.684 ,131,,,,,,,,,,,
10/06/2020 14:26:43.672 ,0,,,,,,,,,,,
10/06/2020 14:26:44.183 ,0,,,,,,,,,,,
10/06/2020 14:26:33.618 ,0,,,,,,,,,,,
10/06/2020 14:26:38.367 ,0,,,,,,,,,,,
10/06/2020 14:24:52.787 ,105,,,,,,,,,,,
10/06/2020 14:24:51.787 ,120,,,,,,,,,,,
10/06/2020 14:26:57.826 ,0,,,,,,,,,,,
10/06/2020 14:26:29.872 ,0,,,,,,,,,,,
10/06/2020 14:26:45.196 ,0,,,,,,,,,,,
10/06/2020 14:26:43.212 ,0,,,,,,,,,,,
10/06/2020 14:26:42.645 ,0,,,,,,,,,,,
10/06/2020 14:26:41.668 ,0,,,,,,,,,,,
10/06/2020 14:27:40.736 ,1,,,,,,,,,,,
10/06/2020 14:26:40.596 ,0,,,,,,,,,,,
10/06/2020 14:26:14.100 ,0,,,,,,,,,,,
10/06/2020 14:27:04.825 ,0,,,,,,,,,,,
10/06/2020 14:24:58.037 ,125,,,,,,,,,,,
10/06/2020 14:27:00.354 ,0,,,,,,,,,,,
10/06/2020 14:27:38.324 ,0,,,,,,,,,,,
10/06/2020 14:27:21.772 ,0,,,,,,,,,,,
10/06/2020 14:27:22.734 ,0,,,,,,,,,,,
10/06/2020 14:25:06.275 ,99,,,,,,,,,,,
10/06/2020 14:25:10.825 ,118,,,,,,,,,,,
10/06/2020 14:27:21.728 ,1,,,,,,,,,,,
10/06/2020 14:26:40.732 ,0,,,,,,,,,,,
10/06/2020 14:27:08.371 ,0,,,,,,,,,,,
10/06/2020 14:27:24.856 ,0,,,,,,,,,,,
10/06/2020 14:27:11.046 ,0,,,,,,,,,,,
10/06/2020 14:27:38.819 ,2,,,,,,,,,,,
10/06/2020 14:27:21.747 ,4,,,,,,,,,,,
10/06/2020 14:27:50.775 ,3,,,,,,,,,,,
10/06/2020 14:27:36.351 ,1,,,,,,,,,,,
10/06/2020 14:26:14.473 ,0,,,,,,,,,,,
10/06/2020 14:21:19.770 ,0,,,,,,,,,,,
10/06/2020 14:21:25.657 ,1,,,,,,,,,,,
10/06/2020 14:21:01.102 ,0,,,,,,,,,,,
10/06/2020 14:21:28.618 ,0,,,,,,,,,,,
10/06/2020 14:21:43.896 ,2,,,,,,,,,,,
10/06/2020 14:22:00.526 ,0,,,,,,,,,,,
10/06/2020 14:21:13.768 ,2,,,,,,,,,,,
10/06/2020 14:20:08.182 ,1,,,,,,,,,,,
10/06/2020 14:21:29.877 ,0,,,,,,,,,,,
10/06/2020 14:22:11.825 ,1,,,,,,,,,,,
10/06/2020 14:20:08.052 ,0,,,,,,,,,,,
10/06/2020 14:17:34.045 ,210,,,,,,,,,,,
10/06/2020 14:21:25.397 ,0,,,,,,,,,,,
10/06/2020 14:21:35.587 ,0,,,,,,,,,,,
10/06/2020 14:21:53.142 ,0,,,,,,,,,,,
10/06/2020 14:21:28.264 ,0,,,,,,,,,,,
10/06/2020 14:22:04.961 ,1,,,,,,,,,,,
10/06/2020 14:22:37.040 ,0,,,,,,,,,,,
10/06/2020 14:21:42.179 ,2,,,,,,,,,,,
10/06/2020 14:22:39.678 ,0,,,,,,,,,,,
10/06/2020 14:21:14.556 ,0,,,,,,,,,,,
10/06/2020 14:21:04.438 ,0,,,,,,,,,,,
10/06/2020 14:21:57.957 ,0,,,,,,,,,,,
10/06/2020 14:17:36.967 ,253,,,,,,,,,,,
10/06/2020 14:21:52.286 ,1,,,,,,,,,,,
10/06/2020 14:21:05.697 ,0,,,,,,,,,,,
10/06/2020 14:22:02.925 ,1,,,,,,,,,,,
10/06/2020 14:22:05.771 ,1,,,,,,,,,,,
10/06/2020 14:20:22.571 ,0,,,,,,,,,,,
10/06/2020 14:22:07.733 ,0,,,,,,,,,,,
10/06/2020 14:21:27.117 ,1,,,,,,,,,,,
10/06/2020 14:17:56.154 ,265,,,,,,,,,,,
10/06/2020 14:22:43.367 ,0,,,,,,,,,,,
10/06/2020 14:21:36.996 ,0,,,,,,,,,,,
10/06/2020 14:22:03.457 ,0,,,,,,,,,,,
10/06/2020 14:22:06.332 ,0,,,,,,,,,,,
10/06/2020 14:20:15.651 ,0,,,,,,,,,,,
10/06/2020 14:17:57.531 ,259,,,,,,,,,,,
10/06/2020 14:21:48.619 ,2,,,,,,,,,,,
10/06/2020 14:21:56.302 ,1,,,,,,,,,,,
10/06/2020 14:22:12.871 ,1,,,,,,,,,,,
10/06/2020 14:22:18.667 ,0,,,,,,,,,,,
10/06/2020 14:22:19.806 ,0,,,,,,,,,,,
10/06/2020 14:21:35.723 ,0,,,,,,,,,,,
10/06/2020 14:22:41.749 ,0,,,,,,,,,,,
10/06/2020 14:23:09.171 ,0,,,,,,,,,,,
10/06/2020 14:21:19.894 ,0,,,,,,,,,,,
10/06/2020 14:22:49.899 ,4,,,,,,,,,,,
10/06/2020 14:21:55.797 ,3,,,,,,,,,,,
10/06/2020 14:22:04.797 ,4,,,,,,,,,,,
10/06/2020 14:17:58.866 ,258,,,,,,,,,,,
10/06/2020 14:22:41.928 ,0,,,,,,,,,,,
10/06/2020 14:21:53.384 ,1,,,,,,,,,,,
10/06/2020 14:22:36.560 ,0,,,,,,,,,,,
10/06/2020 14:22:05.749 ,4,,,,,,,,,,,
10/06/2020 14:22:03.264 ,4,,,,,,,,,,,
10/06/2020 14:22:20.884 ,4,,,,,,,,,,,
10/06/2020 14:22:39.022 ,0,,,,,,,,,,,
10/06/2020 14:17:57.371 ,271,,,,,,,,,,,
10/06/2020 14:22:53.154 ,0,,,,,,,,,,,
10/06/2020 14:22:40.971 ,0,,,,,,,,,,,
10/06/2020 14:21:55.411 ,0,,,,,,,,,,,
10/06/2020 14:22:14.667 ,0,,,,,,,,,,,
10/06/2020 14:22:16.520 ,0,,,,,,,,,,,
10/06/2020 14:22:55.886 ,0,,,,,,,,,,,
10/06/2020 14:22:03.177 ,0,,,,,,,,,,,
10/06/2020 14:22:06.576 ,0,,,,,,,,,,,
10/06/2020 14:23:03.831 ,1,,,,,,,,,,,
10/06/2020 14:21:52.783 ,3,,,,,,,,,,,
10/06/2020 14:22:20.880 ,1,,,,,,,,,,,
10/06/2020 14:21:52.723 ,4,,,,,,,,,,,
10/06/2020 14:23:19.862 ,0,,,,,,,,,,,
10/06/2020 14:22:15.710 ,0,,,,,,,,,,,
10/06/2020 14:22:48.816 ,0,,,,,,,,,,,
10/06/2020 14:23:13.574 ,0,,,,,,,,,,,
10/06/2020 14:23:04.037 ,0,,,,,,,,,,,
10/06/2020 14:22:11.305 ,3,,,,,,,,,,,
10/06/2020 14:23:03.256 ,3,,,,,,,,,,,
10/06/2020 14:21:43.122 ,21,,,,,,,,,,,
10/06/2020 14:22:22.396 ,0,,,,,,,,,,,
10/06/2020 14:22:20.986 ,1,,,,,,,,,,,
10/06/2020 14:23:22.663 ,0,,,,,,,,,,,
10/06/2020 14:22:20.274 ,0,,,,,,,,,,,
10/06/2020 14:23:24.145 ,0,,,,,,,,,,,
10/06/2020 14:22:47.469 ,0,,,,,,,,,,,
10/06/2020 14:22:34.746 ,5,,,,,,,,,,,
10/06/2020 14:23:03.837 ,4,,,,,,,,,,,
10/06/2020 14:23:01.434 ,23,,,,,,,,,,,
10/06/2020 14:23:33.501 ,0,,,,,,,,,,,
10/06/2020 14:22:38.373 ,0,,,,,,,,,,,
10/06/2020 14:22:35.132 ,1,,,,,,,,,,,
10/06/2020 14:17:49.306 ,321,,,,,,,,,,,
10/06/2020 14:23:14.460 ,0,,,,,,,,,,,
10/06/2020 14:22:48.060 ,1,,,,,,,,,,,
10/06/2020 14:23:05.520 ,1,,,,,,,,,,,
10/06/2020 14:23:14.517 ,24,,,,,,,,,,,
10/06/2020 14:23:30.354 ,4,,,,,,,,,,,
10/06/2020 14:23:04.579 ,0,,,,,,,,,,,
10/06/2020 14:22:54.939 ,3,,,,,,,,,,,
10/06/2020 14:23:05.385 ,4,,,,,,,,,,,
10/06/2020 14:22:44.178 ,3,,,,,,,,,,,
10/06/2020 14:23:07.019 ,1,,,,,,,,,,,
10/06/2020 14:22:50.195 ,1,,,,,,,,,,,
10/06/2020 14:23:17.952 ,0,,,,,,,,,,,
10/06/2020 14:23:08.491 ,24,,,,,,,,,,,
10/06/2020 14:23:44.134 ,0,,,,,,,,,,,
10/06/2020 14:23:18.212 ,1,,,,,,,,,,,
10/06/2020 14:23:28.168 ,0,,,,,,,,,,,
10/06/2020 14:23:41.121 ,0,,,,,,,,,,,
10/06/2020 14:23:03.711 ,24,,,,,,,,,,,
10/06/2020 14:23:49.433 ,0,,,,,,,,,,,
10/06/2020 14:23:04.351 ,1,,,,,,,,,,,
10/06/2020 14:22:54.639 ,0,,,,,,,,,,,
10/06/2020 14:23:17.339 ,0,,,,,,,,,,,
10/06/2020 14:23:49.099 ,0,,,,,,,,,,,
10/06/2020 14:23:31.451 ,0,,,,,,,,,,,
10/06/2020 14:23:09.934 ,24,,,,,,,,,,,
10/06/2020 14:17:57.465 ,311,,,,,,,,,,,
10/06/2020 14:23:25.497 ,0,,,,,,,,,,,
10/06/2020 14:22:39.896 ,0,,,,,,,,,,,
10/06/2020 14:23:08.187 ,0,,,,,,,,,,,
10/06/2020 14:23:30.122 ,24,,,,,,,,,,,
10/06/2020 14:23:09.674 ,0,,,,,,,,,,,
10/06/2020 14:23:39.279 ,0,,,,,,,,,,,
10/06/2020 14:23:12.676 ,24,,,,,,,,,,,
10/06/2020 14:23:11.883 ,0,,,,,,,,,,,
10/06/2020 14:23:12.330 ,25,,,,,,,,,,,
10/06/2020 14:23:27.855 ,1,,,,,,,,,,,
10/06/2020 14:23:11.142 ,0,,,,,,,,,,,
10/06/2020 14:23:17.301 ,3,,,,,,,,,,,
10/06/2020 14:23:45.894 ,0,,,,,,,,,,,
10/06/2020 14:23:58.623 ,0,,,,,,,,,,,
10/06/2020 14:17:44.481 ,300,,,,,,,,,,,
10/06/2020 14:23:22.820 ,25,,,,,,,,,,,
10/06/2020 15:11:07.898 ,21,,,,,,,,,,,
10/06/2020 15:11:43.238 ,1,,,,,,,,,,,
10/06/2020 15:10:40.071 ,23,,,,,,,,,,,
10/06/2020 15:11:08.200 ,3,,,,,,,,,,,
10/06/2020 15:11:57.392 ,3,,,,,,,,,,,
10/06/2020 15:10:50.719 ,23,,,,,,,,,,,
10/06/2020 15:11:41.855 ,22,,,,,,,,,,,
10/06/2020 15:10:51.591 ,24,,,,,,,,,,,
10/06/2020 15:11:45.360 ,0,,,,,,,,,,,
10/06/2020 15:11:01.308 ,24,,,,,,,,,,,
10/06/2020 15:10:49.859 ,23,,,,,,,,,,,
10/06/2020 15:10:35.277 ,51,,,,,,,,,,,
10/06/2020 15:11:22.108 ,18,,,,,,,,,,,
10/06/2020 15:11:19.131 ,23,,,,,,,,,,,
10/06/2020 15:11:27.108 ,22,,,,,,,,,,,
10/06/2020 15:10:03.790 ,22,,,,,,,,,,,
10/06/2020 15:11:32.850 ,24,,,,,,,,,,,
10/06/2020 15:10:55.337 ,24,,,,,,,,,,,
10/06/2020 15:11:55.639 ,1,,,,,,,,,,,
10/06/2020 15:11:21.743 ,1,,,,,,,,,,,
10/06/2020 15:11:10.211 ,22,,,,,,,,,,,
10/06/2020 15:11:51.774 ,20,,,,,,,,,,,
10/06/2020 15:11:33.663 ,25,,,,,,,,,,,
10/06/2020 15:11:51.630 ,1,,,,,,,,,,,
10/06/2020 15:11:54.376 ,22,,,,,,,,,,,
10/06/2020 15:11:58.838 ,24,,,,,,,,,,,
10/06/2020 15:11:59.720 ,20,,,,,,,,,,,
10/06/2020 15:04:51.699 ,448,,,,,,,,,,,
10/06/2020 15:12:09.746 ,22,,,,,,,,,,,
10/06/2020 15:12:10.775 ,21,,,,,,,,,,,
10/06/2020 15:12:03.478 ,22,,,,,,,,,,,
10/06/2020 15:12:11.816 ,23,,,,,,,,,,,
10/06/2020 15:12:42.308 ,20,,,,,,,,,,,
10/06/2020 15:13:14.489 ,2,,,,,,,,,,,
10/06/2020 15:12:51.654 ,22,,,,,,,,,,,
10/06/2020 15:12:05.133 ,22,,,,,,,,,,,
10/06/2020 15:12:13.451 ,14,,,,,,,,,,,
10/06/2020 15:13:22.206 ,3,,,,,,,,,,,
10/06/2020 15:12:13.876 ,23,,,,,,,,,,,
10/06/2020 15:12:59.877 ,3,,,,,,,,,,,
10/06/2020 15:12:36.947 ,1,,,,,,,,,,,
10/06/2020 15:12:54.557 ,2,,,,,,,,,,,
10/06/2020 15:13:00.255 ,1,,,,,,,,,,,
10/06/2020 15:12:52.790 ,1,,,,,,,,,,,
10/06/2020 15:12:46.969 ,3,,,,,,,,,,,
10/06/2020 15:12:51.817 ,4,,,,,,,,,,,
10/06/2020 15:13:19.261 ,1,,,,,,,,,,,
10/06/2020 15:12:36.291 ,3,,,,,,,,,,,
10/06/2020 15:12:36.554 ,1,,,,,,,,,,,
10/06/2020 15:12:57.090 ,2,,,,,,,,,,,
10/06/2020 15:12:16.015 ,21,,,,,,,,,,,
10/06/2020 15:12:10.687 ,22,,,,,,,,,,,
10/06/2020 15:10:26.482 ,139,,,,,,,,,,,
10/06/2020 15:10:51.978 ,145,,,,,,,,,,,
10/06/2020 15:13:13.821 ,23,,,,,,,,,,,
10/06/2020 15:12:46.808 ,1,,,,,,,,,,,
10/06/2020 15:12:16.321 ,22,,,,,,,,,,,
10/06/2020 15:12:53.460 ,3,,,,,,,,,,,
10/06/2020 15:13:27.010 ,3,,,,,,,,,,,
10/06/2020 15:12:54.680 ,1,,,,,,,,,,,
10/06/2020 15:12:59.696 ,2,,,,,,,,,,,
10/06/2020 15:13:22.414 ,1,,,,,,,,,,,
10/06/2020 15:12:56.459 ,22,,,,,,,,,,,
10/06/2020 15:11:05.676 ,128,,,,,,,,,,,
10/06/2020 15:13:07.614 ,1,,,,,,,,,,,
10/06/2020 15:13:11.386 ,20,,,,,,,,,,,
10/06/2020 15:12:59.381 ,6,,,,,,,,,,,
10/06/2020 15:13:20.099 ,4,,,,,,,,,,,
10/06/2020 15:13:49.867 ,3,,,,,,,,,,,
10/06/2020 15:10:48.347 ,188,,,,,,,,,,,
10/06/2020 15:13:06.851 ,2,,,,,,,,,,,
10/06/2020 15:13:17.058 ,21,,,,,,,,,,,
10/06/2020 15:13:15.527 ,23,,,,,,,,,,,
10/06/2020 13:01:00.708 ,0,,,,,,,,,,,
10/06/2020 13:00:56.121 ,22,,,,,,,,,,,
10/06/2020 12:56:22.348 ,282,,,,,,,,,,,
10/06/2020 13:00:45.239 ,22,,,,,,,,,,,
10/06/2020 13:00:56.754 ,0,,,,,,,,,,,
10/06/2020 13:01:10.686 ,0,,,,,,,,,,,
10/06/2020 13:01:11.540 ,0,,,,,,,,,,,
10/06/2020 13:00:51.418 ,3,,,,,,,,,,,
10/06/2020 13:01:36.754 ,0,,,,,,,,,,,
10/06/2020 13:01:00.848 ,0,,,,,,,,,,,
10/06/2020 13:01:01.946 ,20,,,,,,,,,,,
10/06/2020 13:00:57.189 ,0,,,,,,,,,,,
10/06/2020 13:01:00.989 ,0,,,,,,,,,,,
10/06/2020 13:01:36.602 ,21,,,,,,,,,,,
10/06/2020 13:01:58.143 ,0,,,,,,,,,,,
10/06/2020 13:02:33.042 ,0,,,,,,,,,,,
10/06/2020 13:01:09.419 ,22,,,,,,,,,,,
10/06/2020 13:02:28.105 ,21,,,,,,,,,,,
10/06/2020 13:02:56.018 ,0,,,,,,,,,,,
10/06/2020 13:02:58.139 ,0,,,,,,,,,,,
10/06/2020 13:02:28.380 ,24,,,,,,,,,,,
10/06/2020 13:02:22.346 ,23,,,,,,,,,,,
10/06/2020 13:02:58.489 ,0,,,,,,,,,,,
10/06/2020 13:01:51.358 ,0,,,,,,,,,,,
10/06/2020 13:01:31.267 ,21,,,,,,,,,,,
10/06/2020 12:49:28.701 ,0,,,,,,,,,,,
10/06/2020 12:48:50.997 ,0,,,,,,,,,,,
10/06/2020 13:01:45.440 ,0,,,,,,,,,,,
10/06/2020 13:06:32.020 ,4,,,,,,,,,,,
10/06/2020 13:05:49.960 ,22,,,,,,,,,,,
10/06/2020 12:48:38.073 ,0,,,,,,,,,,,
10/06/2020 12:48:27.482 ,0,,,,,,,,,,,
10/06/2020 12:48:26.345 ,0,,,,,,,,,,,
10/06/2020 13:07:20.275 ,0,,,,,,,,,,,
10/06/2020 13:07:16.033 ,0,,,,,,,,,,,
10/06/2020 13:07:00.904 ,22,,,,,,,,,,,
10/06/2020 12:48:50.164 ,0,,,,,,,,,,,
10/06/2020 12:49:10.581 ,0,,,,,,,,,,,
10/06/2020 13:06:19.114 ,28,,,,,,,,,,,
10/06/2020 13:07:05.536 ,0,,,,,,,,,,,
