Queue Time (ms),Response Time (s),Worker ID
0,21.34,237
0,20.65,235
0,19.94,238
0,1.62,238
0,22.57,238
0,1.38,237
0,22.53,237
0,22.33,235
0,20.48,234
0,15.68,249
0,0.07,248
0,0.2,225
0,5.29,238
0,21.8,248
0,0.11,225
0,0.1,238
0,0.06,225
0,0.06,238
0,0.28,225
0,22.12,238
0,21.9,225
0,0.12,249
0,21.61,237
0,0.13,249
0,22.97,249
0,20.3,235
0,21.99,234
0,22.74,244
0,0.12,223
0,20.39,223
0,21.92,222
0,0.06,248
0,22.21,248
0,22.35,221
0,22.58,206
0,20.68,220
0,22.55,219
0,21.61,238
0,0.07,225
0,2.05,225
0,0.06,218
0,24.89,218
0,0.05,217
0,0.06,217
0,0.08,241
0,24.66,237
0,35.21,217
0,0.11,241
0,30.74,241
0,6.13,225
0,0.11,50
0,24,50
0,0.13,235
0,27.63,235
0,3.53,234
0,42.4,249
0,1.44,225
0,0.11,244
0,4.36,234
0,39.14,248
0,0.26,225
0,2.03,225
0,43.89,244
0,41.07,225
0,0.11,234
0,0.11,238
0,0.15,238
0,0.11,238
0,0.26,238
0,0.09,238
0,0.06,238
0,0.06,237
0,0.05,238
0,0.06,237
0,0.09,238
0,0.27,238
0,0.06,237
0,0.09,234
0,0.05,223
0,0.17,238
0,0.12,238
0,0.27,238
0,0.07,237
0,0.08,237
0,0.1,238
0,0.05,237
0,0.08,235
0,0.29,234
0,0.06,223
0,0.07,238
0,0.06,237
0,0.28,235
0,0.06,238
0,0.1,238
0,0.14,238
0,0.08,238
0,0.06,238
0,0.05,238
0,0.07,237
0,0.06,238
0,0.09,235
0,0.08,237
0,0.06,234
0,0.05,238
0,0.06,237
0,0.06,235
0,0.13,238
0,0.1,238
0,5.21,238
0,1.77,237
0,0.14,237
0,5.65,237
0,0.09,238
0,0.09,238
0,0.07,235
0,0.1,234
0,0.06,249
0,0.08,238
0,0.06,235
0,0.27,234
0,0.1,238
0,0.1,235
0,0.14,238
0,1.75,238
0,4.94,237
0,1.14,235
0,0.53,238
0,23.73,238
0,0.14,235
0,24.97,237
0,0.1,235
0,23.02,235
0,24.74,234
0,3.93,249
0,0.12,248
0,1.43,248
0,0.19,249
0,5.81,249
0,1.83,248
0,23.67,248
0,0.12,225
0,23.92,249
0,0.15,225
0,27.18,225
0,27.58,244
0,1.51,223
0,1.87,238
0,1.86,238
0,26.99,235
0,0.12,238
0,0.13,238
0,0.06,238
0,0.26,237
0,0.06,234
0,0.07,238
0,0.06,234
0,0.06,238
0,29.24,238
0,0.13,237
0,0.06,234
0,0.13,237
0,31.16,237
0,1.59,234
0,2.19,234
0,0.08,249
0,0.08,249
0,0.08,249
0,0.11,249
0,0.11,249
0,2.33,234
0,0.06,234
0,0.06,234
0,0.07,249
0,0.06,248
0,0.07,225
0,0.1,234
0,0.08,235
0,0.06,235
0,0.06,235
0,0.06,235
0,0.06,234
0,54.72,238
0,42.53,237
0,303.95,235
0,95.79,234
0,117.66,249
0,122.7,248
0,123.67,225
0,264.98,244
0,0.09,223
0,0.06,223
0,146.01,222
0,270.37,238
0,285.5,223
0,22.28,221
0,21.35,206
0,23.2,220
0,20.4,219
0,20.89,218
0,4.33,217
0,311.63,241
0,22.91,50
0,24.72,237
0,129.91,217
0,21.29,51
0,23.2,52
0,329.78,53
0,20.29,54
0,284.59,55
0,251.64,56
0,21.42,57
0,288.45,58
0,22.51,59
0,357.16,60
0,20.93,61
0,22.24,221
0,21.29,206
0,21.69,219
0,22.95,62
0.27,326.13,220
0.4,135.37,218
4.14,25.24,50
4.15,27.4,51
5.4,5.47,237
4.52,4.59,237
4.55,4.61,237
4.61,4.66,237
4.61,4.7,237
4.68,4.74,237
4.71,4.77,237
4.58,4.66,237
4.51,27.37,237
4.14,26.6,52
3.21,22.02,54
6.69,27.76,57
6.67,30.91,59
4,25.81,61
2.08,25.29,206
0.32,0.38,221
0.28,0.34,221
0.33,0.39,221
0.38,0.45,221
0.34,0.39,221
0.39,0.44,221
0.42,0.47,221
0.3,0.38,221
0,5.73,221
0,2.25,219
0,24.22,219
0,1.1,271
0,3.68,270
0,0.06,269
0,0.06,269
0,0.08,268
0,0.07,269
0,0.09,267
0,0.09,266
0,0.05,269
0,0.07,271
0,0.07,269
0,22.79,271
0,3.99,237
0,1.81,270
0,1.71,269
0,1.51,268
0,0.07,267
0,1.13,270
0,0.07,237
0,0.1,237
0,0.05,270
0,0.06,270
0,0.07,269
0,0.06,237
0,0.07,270
0,0.06,237
0,0.17,270
0,23.67,237
0,22.41,275
0,0.19,274
0,0.21,234
0,0.21,273
0,0.19,272
0,0.23,274
0,0.2,234
0,0.18,274
0,0.25,234
0,0.32,274
0,1.07,274
0,0.24,234
0,21.01,274
0,0.23,234
0,21.34,234
0,0.22,273
0,0.2,272
0,0.08,270
0,0.21,273
0,0.25,273
0,0.22,273
0,22.95,273
0,21.63,272
0,1.51,271
0,24.95,270
0,23.43,271
0,3.88,269
0,1.49,268
0,20.76,237
0,2.09,275
0,1.8,269
0,0.55,268
0,22.4,267
0,0.79,275
0,4.21,275
0,1.35,274
0,0.66,274
0,1.3,234
0,4.35,274
0,1.86,275
0,1.47,234
0,23.06,273
0,0.58,272
0,1.16,275
0,0.06,237
0,0.05,275
0,0.06,237
0,0.06,274
0,0.06,275
0,0.06,237
0,0.08,274
0,0.05,234
0,0.1,275
0,0.12,237
0,0.07,275
0,1.64,275
0,23.1,275
0,1.16,237
0,0.06,274
0,0.06,274
0,0.06,234
0,0.06,274
0,0.07,234
0,0.08,272
0,0.11,271
0,0.07,270
0,0.06,237
0,0.07,274
0,0.06,234
0,0.13,237
0,0.89,274
0,0.06,237
0,0.07,237
0,0.05,237
0,0.09,274
0,0.08,237
0,0.06,234
0,0.06,272
0,0.11,271
0,0.06,237
0,0.07,274
0,0.05,234
0,22.42,237
0,0.1,274
0,0.06,234
0,0.06,273
0,0.05,272
0,0.07,274
0,0.06,274
0,0.2,275
0,20.57,275
0,1.39,237
0,0.07,275
0,0.06,262
0,24.17,262
0,0.38,261
0,23.8,262
0,4.16,261
0,0.07,249
0,0.35,249
0,0.07,261
0,0.07,261
0,4.14,261
0,0.65,249
0,0.07,261
0,0.06,262
0,0.06,262
0,0.07,261
0,0.07,262
0,0.05,262
0,0.06,238
0,0.06,238
0,0.05,262
0,0.06,261
0,0.09,238
0,0.08,262
0,0.73,238
0,0.06,238
0,0.05,238
0,0.06,235
0,0.06,238
0,0.52,238
0,0.5,235
0,25.38,238
0,0.28,235
0,0.67,235
0,0.8,235
0,23.45,235
0,0.51,262
0,22.92,262
0,2.7,261
0,0.91,249
0,0.37,249
0,26.2,249
0,0.62,248
0,0.34,225
0,0.44,244
0,24.45,261
0,24.09,248
0,0.22,225
0,0.28,225
0,0.75,244
0,0.22,225
0,0.21,223
0,0.21,222
0,0.24,221
0,0.74,225
0,0.35,244
0,29.1,223
0,0.16,225
0,0.09,225
0,0.32,225
0,25.89,244
0,0.2,222
0,0.22,225
0,1,238
0,0.1,225
0,3.74,225
0,0.37,222
0,0.32,235
0,1.36,238
0,0.31,221
0,0.23,235
0,0.38,222
0,27.15,235
0,0.37,221
0,0.31,206
0,0.36,219
0,0.19,218
0,2.58,238
0,25.42,262
0,0.44,225
0,1.64,222
0,26.14,238
0,0.54,249
0,0.5,249
0,27.82,225
0,1.13,261
0,0.52,249
0,1.3,249
0,0.53,248
0,0.84,261
0,0.31,248
0,29.37,261
0,3.96,249
0,0.12,248
0,0.54,248
0,1.06,248
0,0.54,222
0,4.22,221
0,0.38,206
0,1.47,219
0,0.71,218
0,0.43,222
0,1.35,206
0,0.49,248
0,0.15,222
0,0.12,249
0,0.15,249
0,0.63,249
0,0.77,249
0,0.53,248
0,1.41,249
0,0.42,248
0,0.33,244
0,0.99,249
0,30.43,248
0,0.85,244
0,0.56,223
0,0.8,222
0,1,235
0,0.55,249
0,0.06,235
0,0.07,249
0,0.05,235
0,0.06,235
0,0.07,262
0,0.06,249
0,0.06,244
0,0.06,235
0,0.06,262
0,0.1,223
0,0.56,235
0,0.06,262
0,0.07,262
0,0.46,262
0,1.37,235
0,0.42,262
0,0.64,249
0,0.53,262
0,0.6,244
0,0.57,223
0,1.84,222
0,31.18,249
0,0.51,262
0,0.92,235
0,0.49,238
0,2,238
0,0.5,235
0,0.41,262
0,1.03,235
0,0.06,238
0,0.06,238
0,0.1,262
0,0.06,225
0,0.06,238
0,0.06,262
0,0.07,225
0,0.06,244
0,0.06,223
0,0.13,238
0,0.07,235
0,0.82,238
0,0.3,235
0,4.49,238
0,1.82,262
0,0.35,235
0,1.68,235
0,0.42,235
0,29.66,235
0,1.01,262
0,0.25,261
0,0.1,238
0,0.06,262
0,0.05,261
0,0.06,262
0,0.06,238
0,0.06,262
0,0.07,238
0,0.06,262
0,0.06,261
0,0.06,238
0,0.09,262
0,0.15,238
0,0.81,238
0,0.65,262
0,10.73,238
0,0.06,261
0,0.07,262
0,0.06,261
0,0.05,262
0,0.06,261
0,0.07,225
0,1.43,262
0,0.72,262
0,38.86,261
0,0.53,262
0,0.57,248
0,0.18,262
0,62.8,238
0,0.47,262
0,0.46,262
0,0.59,249
0,0.57,262
0,172.9,249
0,0.69,248
0,0.53,225
0,0.93,262
0,0.54,262
0,0.62,248
0,0.54,262
0,0.91,248
0,0.54,262
0,87.65,248
0,1.71,235
0,0.69,235
0,101.12,235
0,143.41,262
0,4.07,225
0,105.96,244
0,0.63,223
0,0.58,222
0,131.99,225
0,137.59,223
0,137.82,222
0,0.72,221
0,84.48,261
0,149.85,221
0,0.7,206
0,179.05,220
0,5.19,206
0,40.86,219
0,203.26,218
0,3.76,217
0,0.29,206
0,291.84,238
0,140.74,206
0,321.29,217
0,0.62,241
0,73.2,241
0,0.14,50
0,5.11,50
0,0.2,219
0,1.49,219
0,0.27,248
0,0.84,248
0,1.65,248
0,0.55,248
0,0.12,235
0,0.29,235
0,0.65,235
0,0.34,261
0,0.13,261
0,0.88,235
0,0.37,235
0,0.53,235
0,1.77,235
0,1.25,235
0,2.79,261
0,0.56,235
0,0.63,235
0,6.75,261
0,0.27,235
0,0.48,235
0,6.53,235
0,3.97,261
0,4.12,248
0,0.42,244
0,1.44,225
0,0.26,225
0,0.68,235
0,0.55,235
0,0.1,235
0,0.42,235
0,0.49,235
0,1.25,235
0,0.39,235
0,0.43,235
0,0.32,235
0,0.3,235
0,0.21,235
0,0.39,235
0,1.52,235
0,0.71,235
0,0.74,235
0,23.99,235
0,0.13,262
0,1.72,262
0,0.2,262
0,0.21,235
0,0.7,235
0,22.01,235
0,3.74,235
0,0.14,238
0,22.11,238
0,0.25,235
0,0.86,235
0,0.6,235
0,0.47,238
0,0.22,238
0,0.21,238
0,28.09,238
0,3.34,235
0,12.02,262
0,36.35,261
0,36.1,249
0,41.38,235
0,0.86,262
0,12.78,248
0,0.3,238
0,0.24,238
0,0.68,238
0,0.99,262
0,0.82,238
0,3.41,262
0,0.15,238
0,0.33,238
0,0.81,238
0,1.28,238
0,1.49,235
0,23.03,238
0,2.84,235
0,26.29,262
0,25.1,261
0,22.32,249
0,23.11,235
0,0.28,248
0,0.15,248
0,1.42,248
0,25.4,248
0,0.17,225
0,0.87,238
0,0.34,238
0,30.95,238
0,25.55,225
0,0.47,249
0,0.54,244
0,0.45,223
0,0.39,262
0,0.34,235
0,0.48,235
0,27.91,235
0,33.74,262
0,0.77,261
0,0.18,249
0,0.14,261
0,0.96,261
0,1.14,249
0,0.17,248
0,3.32,261
0,1.43,249
0,0.83,248
0,28.38,244
0,34.84,249
0,32.94,248
0,63.04,261
0,32.69,223
0,0.14,222
0,0.67,222
0,31.87,225
0,0.19,238
0,0.79,238
0,0.43,222
0,0.34,221
0,0.86,206
0,0.44,238
0,31.39,238
0,32.56,222
0,50.62,221
0,4.01,235
0,38.37,206
0,0.15,220
0,0.21,219
0,1.59,220
0,40.29,235
0,41.71,220
0,0.64,219
0,0.8,262
0,0.07,262
0,0.16,262
0,0.19,262
0,47.86,244
0,0.38,219
0,0.18,262
0,0.46,218
0,0.53,262
0,0.17,219
0,0.29,217
0,0.17,219
0,0.19,262
0,0.28,219
0,0.32,262
0,0.34,218
0,0.84,217
0,4.15,262
0,0.31,249
0,107.73,248
0,1.72,223
0,0.14,249
0,1.23,249
0,0.77,219
0,59.2,249
0,0.17,262
0,1.03,225
0,0.17,262
0,0.17,223
0,76.21,262
0,0.74,238
0,7.48,238
0,0.88,225
0,3.68,223
0,1.38,222
0,0.15,238
0,80.38,238
0,73.05,225
0,1.21,223
0,0.06,235
0,0.49,235
0,0.57,235
0,0.82,235
0,0.05,261
0,0.07,261
0,0.06,235
0,0.06,235
0,0.06,235
0,0.58,235
0,0.42,261
0,3.82,235
0,1.48,261
0,22.03,244
0,0.86,261
0,0.83,223
0,0.06,222
0,0.06,261
0,0.06,261
0,0.06,235
0,1.37,235
0,4,261
0,0.82,235
0,0.66,223
0,0.45,235
0,0.33,261
0,1.08,235
0,0.14,261
0,316.4,261
0,0.06,223
0,308.6,235
0,0.71,249
0,303.98,249
0,10.53,244
0,0.67,223
0,280.82,222
0,1.49,223
0,347.73,221
0,0.55,223
0,0.31,223
0,2.06,223
0,0.31,244
0,23.8,262
0,22.76,244
0,22.81,223
0,20.17,206
0,0.19,220
0,0.26,219
0,4,220
0,1.22,219
0,0.79,219
0,21.58,220
0,21.85,219
0,22.55,218
0,21.04,217
0,0.8,241
0,22.66,241
0,19.93,225
0,22.84,50
0,21.89,51
0,0.7,238
0,0.94,238
0,22.6,238
0,24.44,52
0,23.81,53
0,0.77,262
0,3.91,206
0,1.24,262
0,0.76,248
0,20.28,244
0,22.67,223
0,3.91,262
0,22.76,248
0,22.24,206
0,1.37,262
0,0.21,220
0,0.18,262
0,0.31,262
0,0.31,262
0,1.45,225
0,22.37,262
0,1.32,220
0,0.82,225
0,1,220
0,0.86,225
0,0.93,225
0,0.5,220
0,0.65,219
0,0.87,225
0,0.33,238
0,0.28,238
0,0.37,238
0,22.38,238
0,0.85,225
0,0.36,244
0,0.47,248
0,0.57,248
0,0.36,248
0,10.23,262
0,1.5,248
0,0.19,248
0,0.07,225
0,0.24,248
0,0.2,238
0,4.38,238
0,1.88,238
0,260.87,262
0,0.2,238
0,0.1,238
0,0.06,238
0,2.41,238
0,0.21,248
0,29.5,238
0,0.21,248
0,26.61,248
0,0.42,225
0,0.06,244
0,0.09,223
0,0.07,225
0,0.56,225
0,0.85,244
0,0.62,225
0,1.34,225
0,0.47,244
0,0.06,249
0,0.06,249
0,0.08,249
0,0.06,225
0,30.73,249
0,0.06,235
0,0.06,235
0,0.06,235
0,0.07,225
0,0.11,235
0,23.9,235
0,27.52,261
0,25.16,225
0,25.33,244
0,0.06,223
0,24.92,223
0,26.77,222
0,0.06,206
0,0.07,238
0,0.07,206
0,0.06,238
0,0.06,206
0,0.06,220
0,22.92,238
0,0.09,248
0,0.07,206
0,0.06,220
0,24.07,248
0,20.44,206
0,22.46,220
0,26.15,219
0,0.15,218
0,28.46,218
0,25.27,217
0,25.57,241
0,0.06,50
0,25.63,50
0,27.89,51
0,26.49,52
0,24.57,53
0,26.74,54
0,24.65,249
0,25.76,55
0,25.73,56
0,0.4,57
0,0.54,58
0,11.17,57
0,24.45,58
0,27.36,235
0,0.24,59
0,3.48,60
0,1.22,59
0,26.62,225
0,28.85,244
0,26.13,261
0,25.16,206
0,27.47,59
0,0.74,238
0,28.46,238
0,28.24,248
0,27.82,223
0,0.45,222
0,1.05,221
0,0.51,220
0,0.47,219
0,0.5,57
0,0.43,60
0,28.13,222
0,0.05,221
0,0.06,221
0,0.06,220
0,0.11,221
0,0.05,220
0,0.06,219
0,0.06,218
0,0.06,220
0,0.06,219
0,0.06,221
0,0.06,220
0,0.08,221
0,28.27,221
0,5.56,220
0,2.41,219
0,2.34,249
0,27.3,218
0,1.2,217
0,3.9,241
0,1.36,50
0,31.99,217
0,1.36,249
0,3.81,219
0,1.34,262
0,0.09,249
0,0.06,249
0,0.07,50
0,0.06,51
0,0.06,249
0,0.06,50
0,0.06,51
0,0.06,262
0,0.07,249
0,0.05,262
0,0.07,241
0,0.08,262
0,29.48,262
0,0.05,235
0,0.07,235
0,0.06,235
0,0.07,280
0,0.05,279
0,0.07,235
0,0.07,280
0,0.06,279
0,0.08,235
0,0.07,280
0,0.05,279
0,0.06,278
0,3.17,235
0,0.14,280
0,31.42,238
0,0.14,235
0,0.64,235
0,22.24,280
0,23.85,235
0,24.43,279
0,22.2,278
0,31.81,277
0,0.1,276
0,31.66,276
0,22.79,261
0,5.45,249
0,0.06,248
0,0.06,225
0,0.08,248
0,0.07,225
0,0.06,244
0,0.07,223
0,0.06,222
0,0.08,206
0,0.06,248
0,0.05,225
0,2.36,248
0,21.4,225
0,20.92,244
0,21.28,248
0,0.06,223
0,26.95,249
0,0.83,223
0,0.38,222
0,3.99,262
0,31.45,223
0,26.55,222
0,35.1,262
0,1.27,221
0,40.87,206
0,0.21,221
0,0.25,220
0,0.16,221
0,1.22,235
0,0.32,238
0,0.05,238
0,0.07,238
0,0.08,238
0,0.57,238
0,0.06,235
0,0.06,280
0,0.06,279
0,0.06,278
0,0.08,235
0,113.95,238
0,1.62,235
0,136,235
0,134.93,280
0,0.1,279
0,0.06,279
0,0.05,279
0,0.06,278
0,0.08,279
0,0.06,279
0,0.07,279
0,0.1,278
0,165.44,279
0,177.58,278
0,168.51,277
0,108.93,276
0,199.74,262
0,189.98,261
0,0.12,249
0,0.08,248
0,244.7,249
0,4.07,248
0,4.3,225
0,1.72,244
0,188.47,248
0,191.21,225
0,218.07,244
0,153.77,223
0,151.73,218
0,239.64,217
0,259.58,241
0,238.34,50
0,3.95,51
0,204.6,52
0,266.05,53
0,321.5,51
0,218.11,54
0,272.44,55
0,215.43,56
0,256.75,57
0,220.53,58
0,228.14,59
0,146.92,60
0,297.27,61
0,267.04,62
0,0.07,288
0,0.09,288
0,0.55,288
0,0.12,288
0,0.06,288
0,0.75,295
0,3.36,295
0,23.14,297
0,1.2,296
0,21.6,296
0,2.22,295
0,21.11,238
0,0.87,294
0,0.2,293
0,0.4,235
0,0.21,292
0,0.2,295
0,0.24,295
0,0.35,294
0,0.23,293
0,0.08,295
0,0.06,295
0,0.06,294
0,0.06,293
0,0.6,235
0,1.11,295
0,0.06,294
0,0.07,293
0,0.06,292
0,0.57,291
0,0.13,290
0,0.06,294
0,12.65,293
0,0.52,294
0,0.49,235
0,0.75,294
0,0.4,292
0,0.4,291
0,1.43,295
0,0.46,294
0,0.41,295
0,0.45,294
0,0.56,235
0,0.78,292
0,0.42,295
0,0.42,297
0,0.41,297
0,0.09,295
0,0.06,297
0,0.61,297
0,0.06,295
0,0.06,294
0,0.07,295
0,0.07,294
0,0.06,235
0,0.07,292
0,0.07,291
0,0.06,295
0,0.06,294
0,0.36,297
0,0.43,297
0,0.45,295
0,0.43,297
0,0.8,297
0,0.41,295
0,0.39,294
0,0.83,235
0,0.4,297
0,0.85,297
0,0.45,295
0,0.07,297
0,0.06,297
0,0.05,297
0,0.05,296
0,0.09,297
0,0.06,296
0,0.06,297
0,0.06,296
0,0.06,297
0,0.83,297
0,0.41,296
0,0.9,297
0,0.41,296
0,0.4,297
0,0.07,297
0,0.06,297
0,0.11,296
0,0.08,295
0,0.09,238
0,0.06,297
0,0.06,294
0,0.06,297
0,0.07,296
0,0.12,297
0,0.07,295
0,0.06,296
0,0.82,297
0,20.41,297
0,21.48,296
0,21.01,295
0,20.06,238
0,23.3,294
0,21.68,293
0,21.7,235
0,21.88,292
0,21.64,291
0,21,290
0,0.63,289
0,21.05,288
0,20.95,287
0,22.99,286
0,0.72,280
0,0.64,297
0,0.65,289
0,0.65,280
0,0.87,279
0,1.24,278
0,0.71,297
0,23,289
0,22.25,297
0,21.48,280
0,0.64,295
0,0.57,296
0,0.82,238
0,0.58,279
0,0.77,278
0,1.07,277
0,0.63,296
0,0.68,295
0,23.36,238
0,0.78,296
0,0.82,295
0,0.65,279
0,0.64,278
0,0.06,296
0,0.09,296
0,0.06,296
0,0.09,295
0,0.1,294
0,0.06,296
0,0.07,295
0,0.06,296
0,0.06,294
0,0.06,279
0,0.07,296
0,0.06,296
0,21.2,296
0,20.94,295
0,0.76,294
0,20.58,279
0,20.87,278
0,0.86,294
0,0.19,277
0,0.64,294
0,20.92,293
0,0.68,235
0,19.53,294
0,0.08,235
0,23.18,235
0,24.93,277
0,0.81,276
0,0.06,223
0,0.06,223
0,0.09,285
0,0.05,284
0,0.07,223
0,0.07,283
0,0.06,282
0,0.09,281
0,0.06,285
0,0.06,223
0,0.76,276
0,0.89,276
0,0.84,292
0,20.31,223
0,21.49,292
0,0.66,291
0,0.84,276
0,0.74,285
0,0.91,291
0,21.77,285
0,0.61,276
0,20.16,284
0,0.63,283
0,0.76,282
0,1.01,281
0,0.68,291
0,23.09,291
0,1.3,297
0,0.77,290
0,21.88,297
0,0.73,238
0,21.33,290
0,0.62,296
0,0.67,295
0,1.01,238
0,0.76,289
0,0.62,288
0,0.74,287
0,0.83,286
0,0.58,296
0,0.7,280
0,3.67,279
0,1.03,295
0,23.16,296
0,1.15,238
0,21.55,295
0,0.7,238
0,0.75,294
0,0.2,293
0,20.93,238
0,1.16,294
0,0.7,293
0,23.33,235
0,0.71,292
0,0.8,301
0,0.95,300
0,0.78,299
0,0.65,298
0,0.76,289
0,0.63,293
0,0.72,288
0,0.8,287
0,0.7,286
0,11.35,280
0,0.71,279
0,0.71,278
0,0.16,294
0,0.65,292
0,23.94,294
0,2.45,293
0,19.7,292
0,4.96,301
0,0.06,300
0,0.07,293
0,0.06,300
0,0.06,299
0,0.06,298
0,0.06,289
0,0.06,293
0,0.07,300
0,0.06,299
0,0.08,298
0,0.06,293
0,0.09,293
0,3.57,293
0,0.6,300
0,1.26,291
0,22.79,301
0,21.58,297
0,0.06,293
0,0.08,293
0,0.06,291
0,0.06,290
0,0.06,300
0,0.06,293
0,0.07,291
0,0.08,290
0,0.06,293
0,0.06,291
0,0.07,293
0,0.09,291
0,22.86,293
0,21.23,296
0,22.06,295
0,3.51,238
0,21.19,291
0,1.38,303
0,3.76,302
0,1.43,303
0,23.55,290
0,22.63,238
0,20.17,235
0,22.95,294
0,0.14,292
0,0.12,292
0,0.19,292
0,0.27,292
0,0.17,292
0,0.64,297
0,19.27,297
0,3.85,292
0,20.76,293
0,1.17,303
0,18.98,302
0,18.77,296
0,21.42,295
0,0.6,292
0,0.65,292
0,21.78,235
0,0.74,238
0,0.78,238
0,20.68,294
0,22.03,238
0,0.06,292
0,21.79,292
0,3.75,290
0,1.24,244
0,0.91,297
0,0.7,297
0,0.25,297
0,20.01,297
0,0.17,296
0,21.33,296
0,0.05,295
0,0.05,295
0,0.06,293
0,0.06,295
0,0.06,235
0,0.06,293
0,0.06,295
0,0.06,293
0,0.07,235
0,0.05,302
0,0.1,295
0,0.06,293
0,20.81,295
0,19.13,293
0,22.16,238
0,5.11,294
0,0.73,235
0,22.56,235
0,0.09,292
0,2.18,292
0,0.05,302
0,0.06,290
0,0.06,244
0,0.06,223
0,0.07,302
0,0.07,290
0,0.06,244
0,0.06,223
0,0.07,302
0,0.06,290
0,0.06,244
0,0.07,297
0,23.49,297
0,4.43,296
0,1.52,294
0,24.43,293
0,3.59,292
0,1.39,295
0,20.37,295
0,1.39,294
0,3.88,302
0,0.06,296
0,0.05,296
0,0.06,294
0,0.05,296
0,0.09,292
0,0.06,296
0,0.06,296
0,0.06,294
0,0.08,292
0,0.07,296
0,0.06,294
0,0.06,296
0,20.35,296
0,23.16,294
0,22.18,238
0,0.95,292
0,0.77,302
0,0.63,290
0,0.67,244
0,0.68,223
0,0.8,290
0,0.89,302
0,20.74,292
0,0.62,244
0,0.67,223
0,0.66,302
0,1.01,235
0,0.71,302
0,20.48,290
0,0.66,244
0,22.35,223
0,20.17,235
0,22.32,302
0,0.06,244
0,0.12,244
0,0.06,285
0,0.05,244
0,0.06,244
0,0.07,285
0,0.06,284
0,0.06,244
0,0.06,283
0,0.06,282
0,0.07,244
0,19.77,244
0,20.79,285
0,0.73,284
0,0.74,284
0,23.65,297
0,23.38,295
0,20.38,296
0,0.87,293
0,4.7,294
0,5.44,293
0,1.14,284
0,1.78,238
0,0.74,284
0,3.43,292
0,1.33,284
0,0.66,283
0,0.71,282
0,22.25,238
0,1.04,294
0,1.15,293
0,22.32,294
0,20.32,293
0,22.51,235
0,0.19,292
0,22.48,292
0,22.78,302
0,20.9,290
0,21.02,244
0,22.46,223
0,20.82,285
0,17.78,284
0,0.06,297
0,0.06,297
0,0.06,297
0,0.06,297
0,0.06,296
0,0.06,295
0,0.06,297
0,0.07,283
0,0.06,297
0,0.06,296
0,0.06,295
0,0.14,297
0,0.14,297
0,0.63,297
0,24.24,296
0,0.06,297
0,21.96,297
0,0.06,295
0,0.06,238
0,0.1,295
0,0.06,283
0,0.06,238
0,0.06,282
0,0.06,283
0,0.05,295
0,0.06,295
0,0.06,238
0,0.06,283
0,1.32,295
0,22.56,238
0,5.32,295
0,2.15,294
0,0.13,293
0,3.68,293
0,0.25,235
0,1.16,294
0,0.13,235
0,0.1,295
0,1.83,295
0,0.16,294
0,1.64,294
0,0.06,295
0,0.07,295
0,0.05,295
0,0.06,294
0,0.06,293
0,0.08,295
0,0.06,235
0,0.06,292
0,0.09,302
0,0.1,294
0,0.06,295
0,0.07,295
0,0.06,294
0,0.7,295
0,0.55,294
0,0.76,295
0,0.58,294
0,0.79,293
0,0.12,235
0,0.94,235
0,0.18,295
0,0.76,294
0,0.92,295
0,0.07,295
0,2.39,295
0,23.59,292
0,0.06,302
0,0.07,290
0,0.06,244
0,0.08,302
0,0.08,290
0,0.06,244
0,0.05,223
0,0.08,285
0,0.08,284
0,0.06,244
0,0.05,302
0,0.06,302
0,3.7,290
0,0.62,302
0,0.81,244
0,0.83,296
0,0.7,297
0,0.22,297
0,21.52,297
0,0.69,296
0,21.39,295
0,23.24,296
0,22.17,238
0,0.19,302
0,0.7,290
0,24.24,244
0,23.21,302
0,0.19,290
0,0.7,290
0,0.23,290
0,0.34,290
0,0.18,223
0,0.19,285
0,22.17,284
0,21.07,290
0,25.79,223
0,23.29,285
0,22.44,283
0,3.78,282
0,0.74,281
0,0.18,218
0,21.19,281
0,0.13,282
0,0.26,282
0,28.78,282
0,26.49,218
0,26.39,292
0,0.31,217
0,48.24,297
0,36.16,296
0,37.19,295
0,32.82,238
0,0.93,302
0,41.42,302
0,36.22,290
0,0.14,244
0,22.01,244
0,0.07,223
0,0.07,285
0,0.06,284
0,0.06,223
0,0.06,285
0,0.13,284
0,0.06,223
0,0.06,283
0,0.12,285
0,0.06,223
0,0.06,283
0,0.08,223
0,0.21,223
0,0.14,223
0,21.85,223
0,0.36,285
0,0.2,292
0,0.05,292
0,0.07,292
0,0.07,285
0,0.06,284
0,0.06,283
0,0.07,282
0,0.06,281
0,0.06,292
0,0.06,285
0,0.07,292
0,0.06,285
0,0.7,292
0,0.84,285
0,0.82,292
0,0.12,238
0,0.11,296
0,0.88,296
0,4.56,297
0,3.75,297
0,1.23,296
0,1.43,296
0,4.8,297
0,1.98,296
0,0.13,297
0,4.92,297
0,0.07,296
0,2.57,296
0,0.23,295
0,0.11,297
0,0.08,297
0,3.11,297
0,0.35,296
0,0.06,297
0,0.07,297
0,0.06,296
0,0.08,295
0,0.09,297
0,0.06,238
0,0.06,292
0,0.14,297
0,0.06,296
0,0.06,295
0,0.06,296
0,0.06,238
0,0.06,295
0,25.03,297
0,0.11,296
0,25.41,296
0,24.3,295
0,24.56,238
0,0.25,292
0,25.39,302
0,23.52,292
0,4.04,290
0,1.27,244
0,24.81,223
0,25.89,244
0,0.11,285
0,22.57,284
0,26.6,285
0,0.11,283
