Queue Time (ms),Response Time (s),Worker ID
0,0.23,115
0,0.4,48
0,0.13,49
0,0.12,115
0,10.46,115
0,0.16,48
0,0.22,48
0,22.14,97
0,22.31,120
0,24.42,48
0,22.57,101
0,0.1,49
0,22.12,49
0,0.1,51
0,1.06,117
0,0.29,115
0,0.13,100
0,0.12,100
0,1.75,100
0,2.15,119
0,2.38,117
0,1.16,115
0,3.66,110
0,2.19,51
0,1.88,52
0,2.41,104
0,0.12,116
0,2.14,116
0,1.64,136
0,2.24,137
0,21.85,100
0,0.12,104
0,19.55,104
0,20.74,136
0,0.29,137
0,0.16,137
0,0.21,97
0,22.59,137
0,0.11,97
0,22.58,97
0,22.54,120
0,0.13,101
0,0.23,101
0,3.09,104
0,21.4,136
0,4.14,101
0,1.25,100
0,19.52,97
0,0.1,104
0,21.36,104
0,0.14,137
0,68.29,101
0,26.44,137
0,2.21,100
0,21.55,120
0,0.12,100
0,23.84,119
0,21.94,100
0,21.02,118
0,22.85,117
0,0.12,116
0,0.11,136
0,0.14,136
0,0.13,136
0,0.14,97
0,22.2,97
0,20.62,136
0,18.07,104
0,0.13,116
0,0.15,120
0,21.37,120
0,21.87,116
0,22.11,126
0,0.12,137
0,21.68,100
0,0.34,137
0,22.88,137
0,23.28,119
0,19.67,118
0,22.52,125
0,0.13,117
0,22.62,117
0,21.16,124
0,21.06,123
0,0.12,48
0,0.13,48
0,21.39,49
0,20.41,48
0,22.66,50
0,0.17,51
0,22.57,97
0,24.02,104
0,0.12,136
0,22.85,136
0,0.52,120
0,0.7,120
0,0.51,116
0,0.74,120
0,0.14,100
0,0.53,100
0,25.16,120
0,25.26,137
0,0.46,100
0,23.33,119
0,0.14,100
0,38.76,100
0,0.15,118
0,46.26,97
0,22.48,104
0,0.36,136
0,0.13,136
0,0.11,136
0,1.36,136
0,0.38,136
0,0.13,136
0,0.15,136
0,1.8,136
0,0.09,104
0,0.11,104
0,22.15,104
0,16.12,136
0,2.07,137
0,0.12,137
0,0.21,137
0,0.26,137
0,0.29,101
0,0.14,137
0,12.69,97
0,21.18,137
0,0.09,104
0,0.14,97
0,0.13,97
0,26.4,97
0,5.12,104
0,2.35,136
0,0.1,104
0,22.8,97
0,25.96,104
0,27.43,136
0,20.83,137
0,28.65,101
0,25.86,100
0,0.16,97
0,28.46,97
0,21,104
0,5.98,136
0,22.64,137
0,20.04,120
0,35.33,100
0,173,136
0,20.74,101
0,33.55,119
0,21.22,97
0,22.04,118
0,22.63,104
0,21.95,117
0,22.04,116
0,23.65,120
0,21.11,137
0,20.89,126
0,0.75,101
0,23.75,125
0,88.15,97
0,24.48,101
0,22.76,104
0,131.25,137
0,110,100
0,2.2,120
0,20,120
0,144.6,119
0,23.45,118
0,205.46,104
0,157.96,101
0,1.45,117
0,23.16,117
0,184.01,116
0,259.21,126
0,265.83,120
0,108.4,125
0,0.17,124
0,22.85,124
0,120.34,118
0,0.13,123
0,315.77,123
0,0.11,48
0,183.74,48
0,312.09,49
0,259.39,50
0,0.15,51
0,297.6,51
0,289.73,52
0,21.94,53
0,377.25,117
0,19.99,54
0,0.12,55
0,0.65,55
0,23.1,56
0,21.09,57
0,0.13,55
0,268.33,55
0,147.61,58
0,219.5,59
0,246.95,60
0,1.47,61
0,157.05,62
0,134.58,124
0,305.1,61
6.55,29.16,54
4.91,5.55,53
0,5.15,53
0,21.79,57
0,0.15,53
0,22.8,56
0,22.15,97
0,0.14,53
0,0.45,151
0,0.51,151
0,0.55,151
0,0.14,151
0,21.57,151
0,22.33,150
0,0.69,149
0,22.42,148
0,5.83,149
0,20.91,147
0,22.15,149
0,0.11,146
0,23.64,146
0,22.82,97
0,0.39,145
0,0.17,145
0,0.15,100
0,20.87,145
0,0.17,144
0,0.16,100
0,0.18,100
0,0.17,100
0,0.29,100
0,0.16,100
0,22.23,100
0,0.17,151
0,23.39,151
0,22.3,150
0,0.15,148
0,22.76,148
0,22.22,149
0,5.71,147
0,2.26,144
0,21.86,136
0,21.56,97
0,22.72,154
0,22.64,153
0,0.51,137
0,20.91,137
0,21.95,152
0,0.4,147
0,0.99,100
0,24.64,100
0,22.4,151
0,0.14,150
0,20.53,150
0,0.11,97
0,0.48,97
0,0.41,97
0,1.38,154
0,0.34,97
0,0.43,136
0,0.51,153
0,0.47,119
0,0.14,149
0,0.41,97
0,21.09,154
0,0.41,97
0,23.41,153
0,21.26,97
0,23.72,136
0,0.18,137
0,0.45,137
0,0.68,137
0,22.38,137
0,0.11,119
0,23.06,155
0,22.5,119
0,4.6,157
0,22.57,100
0,0.13,118
0,0.11,118
0,0.18,157
0,0.15,154
0,0.17,97
0,0.14,97
0,0.14,97
0,0.16,97
0,0.13,155
0,0.06,155
0,0.12,155
0,0.15,144
0,0.11,144
0,27.26,116
0,3.92,144
0,1.45,143
0,27.16,144
0,1.51,143
0,3.51,142
0,0.16,104
0,0.12,104
0,0.2,104
0,0.13,104
0,27.85,104
0,19.94,116
0,23.63,144
0,22.34,143
0,24.31,142
0,0.11,141
0,27.12,141
0,0.12,140
0,24.63,140
0,24.89,139
0,0.2,138
0,26.61,138
0,25.69,125
0,0.12,124
0,26.33,48
0,25.21,124
0,26.92,53
0,0.17,54
0,23.99,54
0,23.35,56
0,25.76,57
0,27.36,58
0,0.11,62
0,25.79,62
0,25.3,116
2.55,2.67,143
2.44,27.48,143
3,24.34,144
2,2.24,142
2.18,27.77,142
1.68,27.7,104
0,0.14,59
0.05,26.69,59
0,0.14,141
0,1.52,141
0,23.97,140
0,4.37,139
1.31,27.7,138
0.52,0.67,141
0,28.47,141
0,27.64,125
0,0.11,124
0,28.59,139
0,0.11,126
0,30.55,160
0,27.5,159
0,0.2,116
0,0.13,116
0,32.12,116
0,29.29,158
0,0.11,104
0,0.12,104
0,0.14,104
0,30.21,104
0,0.13,120
0,35.1,120
0,0.1,169
0,32.49,169
0,25.72,140
0,32.98,139
0,31.31,138
0,0.13,160
0,31.41,160
0,26.7,159
0,26.39,126
0,0.12,125
0,194.73,125
0,33.56,124
0,0.14,48
0,0.12,116
0,215.49,116
0,0.12,158
0,30.12,158
0,50.32,48
0,0.15,50
0,50.62,50
0,42.76,52
0,0.11,53
0,75.79,104
0,60.34,51
0,81.96,140
0,33.46,53
0,34.81,54
0,101.54,55
0,75.92,56
0,0.13,169
0,102.43,120
0,0.11,169
0,49.92,169
0,121.36,160
0,0.13,159
0,74.65,159
0,132.21,139
0,98.88,138
0,0.8,126
0,126.96,126
0,0.14,124
0,135.95,124
0,0.12,123
0,135.92,158
0,0.12,123
0,169.29,123
0,104.62,49
0,0.12,57
0,157.52,57
0,187.96,58
0,175.31,59
0,190.84,60
0,0.8,53
0,4.01,48
0,181.6,50
0,1.3,52
0,223.44,53
0,254.64,52
0,161.69,54
0,218.6,48
0,156.89,61
0,263.83,62
3.05,275.94,51
3.96,279.88,169
1.81,234.46,180
1.8,202.77,179
0,144.75,178
0,213.18,177
0,230.39,176
0,267.36,175
0,206.91,174
0,294.79,173
0,29.51,104
0,21.8,189
0,23.5,188
0,21.46,187
0,20.9,186
0,20.85,104
0,24.75,185
0,22.59,184
0,21.42,183
0,25.39,195
0,21.41,194
0,22.77,193
0,0.91,192
0,34.46,191
0,44.6,190
0,39.48,189
0,48.51,187
0,27.76,192
0,0.76,188
0,0.77,188
0,1.86,188
0,4.55,188
0,1.97,186
0,4.69,201
0,1.88,186
0,0.77,188
0,3.45,189
0,1.27,188
0,1.88,186
0,4.3,201
0,1.72,189
0,1.98,188
0,2.42,189
0,2.45,188
0,0.77,189
0,0.17,189
0,4.42,189
0,4.33,188
0,1.85,181
0,1.83,117
0,4.58,116
0,4.51,189
0,2.07,188
0,2.42,189
0,2.44,188
0,0.78,189
0,3.94,189
0,1.66,188
0,6,189
0,1.04,189
0,0.16,189
0,0.26,188
0,0.15,189
0,0.25,188
0,0.16,189
0,0.23,189
0,0.15,189
0,0.17,188
0,0.16,189
0,0.17,189
0,0.22,189
0,0.38,189
0,0.18,188
0,0.16,189
0,4.21,189
0,0.16,188
0,0.2,181
0,0.15,188
0,0.16,188
0,0.46,188
0,1.38,188
0,0.82,188
0,0.24,189
0,0.99,189
0,0.14,189
0,4.56,189
0,2.08,188
0,0.11,181
0,0.17,188
0,0.14,189
0,0.83,189
0,20.13,189
0,0.17,188
0,0.11,188
0,23.11,181
0,19.05,188
0,0.17,180
0,22.22,180
0,20.36,117
0,24.18,116
0,21.84,179
0,21.88,178
0,19.79,177
0,0.12,176
0,23.55,174
0,21.61,176
0,20.79,160
0,0.13,159
0,0.93,159
0,21.36,159
0,22.28,158
0,0.15,172
0,0.13,49
0,3.76,49
0,22.33,189
0,17.85,169
0,21.18,50
0,22.25,51
0,0.13,52
0,1.29,52
0,22.52,53
0,4.08,49
0,0.2,188
0,1.82,188
0,21.78,52
0,22.71,54
0,21.52,55
0,22.08,181
0,0.15,188
0,22.42,188
0,20.88,180
0,0.13,117
0,22.06,117
0,20.66,116
0,21.3,179
0,0.12,178
0,6,178
0,1.01,177
0,21.12,176
0,2.33,174
0,0.14,169
0,0.17,169
0,0.11,189
0,23.04,189
0,0.12,169
0,20.67,169
0,21.57,178
0,0.15,177
0,0.14,181
0,18.02,181
0,0.12,188
0,0.81,188
0,19.29,180
0,0.14,188
0,19.96,188
0,0.14,117
0,0.13,117
0,21.74,117
0,23.03,116
0,0.15,179
0,0.13,189
0,21.01,189
0,22.56,169
0,20.63,181
0,0.12,180
0,0.87,180
0,21.74,188
0,0.14,180
0,1.21,180
0,21.94,180
0,22.22,117
0,23.15,116
0,0.11,179
0,0.14,179
0,0.66,179
0,19.51,178
0,20.96,189
0,0.17,169
0,23.32,169
0,20.83,181
0,21.49,179
0,22.51,177
0,0.12,176
0,0.12,188
0,22.78,188
0,23.14,176
0,0.13,174
0,20.19,160
0,21.87,174
0,20.14,159
0,23.4,180
0,0.14,117
0,23.71,117
0,0.78,116
0,20.28,189
0,23.32,116
0,5.95,181
0,0.12,169
0,2.28,169
0,0.11,179
0,37.36,179
0,41.72,169
0,39.47,178
0,0.11,177
0,20.28,188
0,21.55,181
0,0.31,180
0,19.45,177
0,0.2,180
0,0.19,180
0,0.18,176
0,0.17,180
0,0.18,180
0,0.74,180
0,22.46,117
0,0.22,189
0,0.14,180
0,21.05,189
0,22.18,180
0,0.26,116
0,21.25,116
0,0.18,176
0,19.76,176
0,21.7,188
0,4.01,181
0,0.14,181
0,0.35,181
0,22.67,117
0,0.13,189
0,0.12,189
0,20.99,189
0,0.11,169
0,0.12,169
0,0.1,188
0,22.69,188
0,0.14,169
0,21.2,169
0,0.15,181
0,21.17,189
0,23.37,181
0,22.48,180
0,25.39,117
0,0.12,116
0,0.19,116
0,0.69,188
0,21.77,188
0,22.44,169
0,0.18,116
0,0.12,189
0,6.16,189
0,2.16,188
0,0.1,181
0,5.89,189
0,2.37,188
0,22.02,188
0,0.1,189
0,0.84,189
0,0.21,189
0,0.15,189
0,0.14,189
0,0.26,189
0,2.77,189
0,28.75,188
0,0.11,169
0,1.93,189
0,0.17,169
0,0.12,189
0,0.2,189
0,0.2,189
0,0.18,189
0,0.22,189
0,0.16,189
0,0.14,189
0,0.18,189
0,0.27,189
0,0.94,169
0,0.22,189
0,0.19,189
0,26.06,189
0,0.12,188
0,27.21,188
0,26.14,169
0,0.13,181
0,21.4,181
0,24.93,180
0,23.94,117
0,24.1,116
0,21.58,179
0,26.5,178
0,26.9,177
0,0.13,176
0,0.22,176
0,20.54,174
0,0.19,160
0,0.38,159
0,23.02,158
0,0.2,176
0,0.24,160
0,0.22,173
0,0.2,176
0,0.19,160
0,26.56,176
0,21.89,160
0,0.17,159
0,28.27,173
0,22.62,49
0,22.52,50
0,0.21,51
0,0.2,159
0,25.15,159
0,23.76,51
0,22.51,52
0,0.2,53
0,24.49,53
0,0.12,54
0,26.24,54
0,22.59,55
0,0.19,56
0,0.19,57
0,0.13,56
0,0.21,56
0,23.35,56
0,27.49,57
0,27.9,58
0,22.69,59
0,27.94,60
0,23.57,61
0,25.81,62
5.25,5.43,189
5.19,31.69,189
6.86,6.97,181
6.01,28.76,181
7.6,34.86,179
8.52,37.23,169
7.93,35.85,174
8.18,30.58,188
8.2,30.32,180
7.25,29.49,117
7.22,32.75,116
7.18,33.14,158
7.09,29.24,160
7.68,30.25,178
7.6,31.15,50
7.35,31.13,49
7.84,8.02,177
7.32,38.19,177
6.71,6.91,52
6.85,28.22,52
7.31,28.95,51
7.58,28.86,176
6.44,30.29,159
5.41,35.38,53
5.83,29.97,55
5.8,11.02,173
7.42,28.55,54
5.98,26.76,59
5.8,28.24,56
6.97,34.2,61
8.7,10.88,173
9.04,29.89,62
8.56,9.45,57
7.42,38.19,58
7.55,7.83,57
7.8,7.99,57
7.86,8.22,173
7.91,8.21,60
7.64,29.59,57
7.48,29.85,60
7.48,41.71,173
8.72,8.93,181
8.68,42.48,181
9.98,10.26,189
9.61,9.85,189
9.85,10.1,189
10.01,10.24,189
10.24,10.48,189
10.17,10.39,188
9.7,44.44,180
9.5,43.8,189
9.26,31.3,188
9.37,9.57,117
8.21,38.59,117
9.75,39.06,160
10.6,10.8,179
10.18,31.22,179
10.19,14.36,178
10.1,41.94,216
9.76,10,215
9.75,9.98,214
7.44,8.92,213
6.81,40,212
6.78,29.29,211
5.26,5.37,210
5.25,27.26,209
5.01,28.25,208
3.71,26.62,207
1.91,70.05,206
1.58,1.7,205
1.3,2.14,204
0,4.65,215
0,1.93,214
0,0.15,116
0,37.01,214
0,47.03,169
0,0.12,116
0,23.18,215
0,19.61,116
0,0.14,178
0,2.31,178
0,2.34,176
0,0.35,178
0,42.75,178
0,21.57,188
0,0.24,177
0,77.75,176
0,0.21,177
0,31.42,179
0,0.11,177
0,21.46,177
0,118.85,213
0,0.21,174
0,21.81,174
0,0.12,159
0,280.66,159
0,0.26,116
0,0.25,158
0,0.12,181
0,0.27,181
0,85.11,215
0,0.24,181
0,0.12,189
0,0.12,189
0,0.78,189
0,24.32,216
0,20.32,180
0,139.58,189
0,170.96,212
0,23.26,49
0,23.05,188
0,0.57,214
0,0.24,50
0,22.98,214
0,0.2,50
0,23.37,50
0,0.28,177
0,0.2,177
0,22.91,174
0,52.75,177
0,22.18,51
0,131.69,52
0,111.58,53
0,22.44,54
0,180.28,55
0,24.45,56
0,22.66,57
0,0.1,58
0,0.98,58
0,21.24,169
0,20.5,58
0,184.93,59
0,0.13,60
0,0.12,180
0,81.16,179
0,20.84,180
0,20.81,60
0,22.63,61
0,22.84,62
0,0.13,178
0.05,21.25,178
0,22.63,216
2.91,25.63,49
3.9,239.88,188
5.16,29.33,214
6.17,27.62,50
6.58,6.7,206
5.88,26.99,206
5.4,27.96,174
5.02,5.14,51
4.41,241.59,51
5.12,28.67,54
5.33,5.77,58
5.15,300.88,57
5.11,245.37,58
5.2,5.32,169
5.11,5.31,169
5.17,108.01,169
5.2,5.41,56
5.34,5.63,56
5.61,5.82,56
5.8,6,56
5.97,6.24,56
6.22,29.32,56
8.44,27,180
7.39,7.51,60
6.03,12.04,60
5.77,6.69,61
5.05,26.64,222
4.08,27.19,221
3.78,26.36,220
3.62,3.77,219
3.24,26.26,218
2.93,3.17,217
1.95,2.21,219
0.97,1.18,178
0.75,0.87,217
0.42,288.89,178
0,122.25,219
0,0.12,216
0,273.98,216
0,21.22,217
0,290.55,49
0,0.11,60
0,195.37,60
0,2.34,61
0,148.35,62
0,208.66,50
0,248.4,61
0.41,23.33,206
0.1,0.33,214
0,0.75,214
0.43,0.54,214
0.37,23.32,214
0.49,22.15,174
2.55,136.49,54
4.15,254.01,180
4.55,4.76,176
4.56,29.1,56
4.47,27.25,176
5.08,28.55,177
3.81,3.98,231
2.85,3.11,230
2.54,2.66,229
2.42,23.51,228
1.93,2.59,227
0.17,22.4,226
0,0.16,229
0,0.1,231
0,0.12,231
0,0.73,231
0,0.13,231
0,24.07,231
0,20.92,230
0,0.18,229
0,0.23,229
0,0.12,229
0,2.89,215
0,0.83,229
0,0.11,214
0,23.55,215
0,22.04,214
0,22.35,229
0,18.05,174
0,23.86,227
0,23.5,225
0,21.65,224
0,0.15,240
0,0.18,239
0,0.17,240
0,24.7,240
0,0.16,239
0,0.16,239
0,0.19,239
0,22.62,238
0,0.33,239
0,0.16,237
0,1.02,239
0,0.22,239
0,0.2,237
0,0.25,236
0,0.25,235
0,0.25,234
0,0.25,239
0,4.26,237
0,23.6,239
0,22.44,236
0,24.62,235
0,1.53,234
0,22.53,234
0,21.09,233
0,0.25,237
0,21.96,237
0,23.12,232
0,0.84,215
0,23.55,214
0,23.47,215
0,0.77,231
0,0.15,230
0,0.16,231
0,0.78,231
0,22.31,230
0,3.9,229
0,1.38,231
0,0.18,240
0,0.15,240
0,0.15,240
0,0.79,240
0,0.13,238
0,22.18,231
0,22.38,240
0,23.69,238
0,0.13,239
0,20.7,239
0,20.89,236
0,0.25,235
0,0.14,235
0,22.92,234
0,21.48,233
0,0.2,235
0,0.21,229
0,0.21,179
0,0.21,237
0,0.29,235
0,22.95,237
0,22.55,235
0,4.01,229
0,21.22,179
0,0.12,232
0,24.01,232
0,0.14,215
0,0.1,215
0,0.77,189
0,0.12,215
0,0.2,189
0,0.11,215
0,0.27,189
0,0.13,189
0,24.46,189
0,0.14,240
0,0.73,240
0,0.15,239
0,0.15,239
0,0.17,239
0,0.24,240
0,0.21,239
0,6.75,240
0,2.91,239
0,0.81,238
0,0.2,239
0,0.14,239
0,0.19,239
0,1,189
0,0.17,189
0,29.82,189
0,0.22,240
0,0.22,239
0,0.23,240
0,0.28,240
0,0.17,240
0,0.12,240
0,0.9,240
0,0.15,240
0,0.12,240
0,0.13,240
0,23.39,240
0,27.28,239
0,26.25,238
0,25.39,237
0,24.76,236
0,21.95,235
0,23.09,234
0,32.57,189
0,0.17,233
0,0.14,232
0,0.22,233
0,26.11,233
0,0.15,232
0,0.2,215
0,0.17,232
0,0.17,215
0,0.17,214
0,0.14,232
0,0.17,232
0,24.59,215
0,27.79,214
0,0.15,232
0,26.85,232
0,27.9,169
0,25.28,231
0,24.49,230
0,24.87,229
0,25.1,179
0,25.38,177
0,24.29,176
0,25.63,213
0,25.18,174
0,27.58,228
0,27.79,227
0,0.16,226
0,0.77,240
0,26.23,240
0,25.84,226
0,27.36,235
0,24.28,234
0,0.16,212
0,25.47,239
0,29.79,238
0,30.12,237
0,0.15,236
0,30.27,236
0,28.23,233
0,29.21,232
0,0.17,189
0,0.15,189
0,0.15,189
0,30.89,189
0,5.87,215
0,0.21,214
0,2.28,214
0,0.24,169
0,0.25,240
0,0.24,215
0,0.22,214
0,0.13,169
0,0.2,231
0,0.21,230
0,0.36,240
0,27.62,240
0,0.18,234
0,0.28,188
0,32.51,188
0,0.75,239
0,0.19,235
0,0.17,239
0,31.7,239
0,0.22,235
0,0.18,234
0,0.22,215
0,0.29,214
0,2.96,238
0,26.52,235
0,0.15,234
0,25.68,238
0,0.18,237
0,0.28,237
0,0.9,236
0,0.16,234
0,36.04,189
0,38.13,237
0,0.16,236
0,0.16,236
0,34.38,236
0,29.07,234
0,3.93,233
0,32.01,240
0,49.52,233
0,54.11,188
0,6.78,235
0,0.18,239
0,0.16,239
0,3.41,239
0,33.56,238
0,33.53,235
0,0.87,232
0,0.14,232
0,95.75,239
0,0.23,232
0,0.27,215
0,5.21,232
0,2.04,215
0,0.2,214
0,3.81,169
0,109.5,214
0,0.17,215
0,0.67,189
0,16.68,189
0,0.17,236
0,101.21,240
0,0.14,237
0,183.12,237
0,205.36,189
0,204.19,238
0,0.16,236
0,208.71,236
0,7.95,235
0,3.66,234
0,257.23,233
0,212.66,225
0,199.86,234
0,268.77,235
0,259.5,224
0,244.74,223
0,3.75,222
0,267.4,222
0,213.62,221
0,285.48,206
0,244.54,220
0,0.25,219
0,282.41,219
0,239.85,218
0,290.75,217
0,0.97,49
0,0.75,49
0,0.14,49
0,46.16,49
0,0.91,50
0,0.63,50
0,0.16,239
0,0.95,240
0,0.17,237
0,1.06,237
0,0.18,237
0,3.73,237
0,1.41,50
0,0.39,189
0,0.89,189
0,0.14,189
0,1.09,189
0,0.15,189
0,3.91,189
0,1.25,238
0,1.94,189
0,1.74,238
0,0.25,189
0,0.14,189
0,0.75,189
0,0.15,238
0,0.15,189
0,0.29,189
0,0.47,189
0,0.21,189
0,0.35,189
0,0.24,189
0,0.12,189
0,0.16,189
0,0.19,189
0,22.14,189
0,0.96,238
0,0.18,238
0,21.91,238
0,22.35,237
0,3.78,236
0,21.19,235
0,20.6,234
0,0.21,233
0,0.22,236
0,0.19,233
0,0.6,225
0,0.25,236
0,0.21,233
0,22.36,236
0,0.24,233
0,0.6,225
0,0.23,224
0,0.25,223
0,0.49,233
0,0.21,224
0,0.52,223
0,0.29,222
0,0.33,233
0,20.02,225
0,0.26,233
0,6.68,224
0,21.61,233
0,0.26,223
0,0.21,222
0,0.23,221
0,0.31,220
0,0.19,218
0,0.24,50
0,0.25,51
0,0.18,223
0,25.98,223
0,20.43,222
0,22.05,221
0,0.18,220
0,22.33,220
0,0.26,219
0,19.86,206
0,0.34,219
0,20.83,224
0,0.73,189
0,22.24,219
0,0.27,189
0,0.23,189
0,0.84,189
0,22.05,189
0,20.37,238
0,22.58,237
0,0.79,236
0,23.2,235
0,21.49,236
0,21.19,234
0,1.01,233
0,21.61,189
0,0.16,233
0,0.17,238
0,0.34,238
0,22.41,238
0,0.93,237
0,23.17,237
0,0.25,236
0,0.23,189
0,0.2,236
0,0.27,189
0,0.17,189
0,0.26,189
0,20.81,189
0,23.38,236
0,0.21,235
0,19.11,238
0,0.2,235
0,21.99,235
0,22.4,234
0,21.97,233
0,0.13,237
0,23.76,237
0,0.21,225
0,0.19,225
0,20.99,225
0,21.47,224
0,24.02,223
0,22.59,189
0,0.46,222
0,0.18,238
0,0.19,189
0,21.44,189
0,0.22,238
0,0.18,238
0,0.45,238
0,0.42,237
0,0.34,236
0,0.36,235
0,0.12,238
0,0.25,238
0,20.8,189
0,0.36,238
0,22.85,238
0,0.15,237
0,0.81,237
0,2.72,189
0,20.32,237
0,0.13,236
0,0.65,189
0,23.08,189
0,18.49,238
0,0.14,237
0,0.13,237
0,0.13,189
0,0.24,189
0,4.94,189
0,1.57,189
0,3.51,189
0,3.83,238
0,3.42,237
0,1.57,236
0,25.94,189
0,22.66,238
0,22.26,237
0,1.51,236
0,22.78,236
0,21.84,235
0,0.83,234
0,21.39,234
0,25.49,233
0,23.63,225
0,21.02,224
0,30.79,223
0,22.42,222
0,19.5,238
0,22.26,237
0,28.76,221
0,29.05,206
0,22.68,189
0,28.34,236
0,29.36,235
0,25.6,234
0,4.7,238
0,36.31,189
0,34.35,238
0,81.89,237
0,45.57,236
0,63.2,235
0,20.76,234
0,32.69,233
0,22.03,225
0,0.21,224
0,22.61,224
0,23.01,223
0,4.97,222
0,1.98,221
0,21.42,238
0,0.24,189
0,347.18,189
0,0.24,234
0,21.1,234
0,200.99,225
0,22.17,222
0,23.26,233
0,22.19,224
0,224.23,223
0,133.25,221
0,80.7,238
0,2.04,206
0,0.3,236
0,0.93,236
0,0.19,236
0,21.58,236
0,0.4,234
0,0.35,206
0,21.5,234
0,0.18,222
0,195.21,222
0,184.21,206
0,23.91,220
0,87.62,233
0,234.19,235
0,109.17,224
0,162.26,237
0,333.72,236
0,138.65,234
0,22.44,219
0,126.83,220
0,24.39,218
0,305.61,217
0,135.79,50
0,333.95,51
0,264.16,52
0,0.78,53
0,21.54,53
0,22.2,219
0,23.22,218
0,0.22,54
0,22.32,54
0,24.07,55
0,0.17,56
0,24.04,238
0,21.68,219
0,22.82,53
0,0.11,56
0,25.26,56
0,4.32,57
0,0.18,58
0,0.73,58
0,2.31,59
0,0.12,58
0,20.82,58
0,0.14,60
0,23.49,218
0,7.87,54
0,0.11,55
0,3.58,55
0,0.11,233
0,0.14,238
0,0.71,238
0,0.12,238
0,0.12,238
0,33.75,238
0,0.23,233
0,0.12,233
0,3.85,233
0,1.52,242
0,22.02,243
0,4.41,233
0,1.48,242
0,3.84,221
0,0.2,219
0,1.34,219
0,0.14,221
0,4.22,238
0,1.3,243
0,0.1,243
0,0.12,243
0,4.99,243
0,0.22,238
0,4.51,238
0,1.91,221
0,1.75,219
0,0.16,218
0,0.12,243
0,0.13,243
0,8.1,243
0,0.11,238
0,0.11,238
0,0.18,238
0,0.13,243
0,0.1,243
0,0.13,243
0,0.21,243
0,4.81,243
0,0.32,238
0,1.96,234
0,0.13,238
0,0.22,243
0,0.12,243
0,24.1,243
0,0.12,238
0,25.67,238
0,24.25,237
0,0.14,234
0,25.32,234
0,0.24,225
0,0.13,222
0,1.28,225
0,26.07,222
0,0.14,221
0,25.02,225
0,26.34,223
0,1.77,221
0,1.75,206
0,3.76,220
0,0.19,221
0,26.03,221
0,24.64,206
0,2.47,219
0,2.46,220
0,0.14,218
0,0.6,243
0,0.14,243
0,29.34,243
0,28.21,238
0,0.1,237
0,0.24,237
0,0.22,237
0,0.16,237
0,29.44,237
0,0.26,243
0,27.44,243
0,0.21,238
0,0.14,238
0,0.15,238
0,211.66,238
0,53.37,237
0,33.41,243
0,46.56,235
0,34.27,234
0,78.52,225
0,77.7,223
0,53.16,222
0,97.52,221
0,0.71,206
0,106.41,206
0,111.43,220
0,139.72,219
0,130.98,218
0,0.95,241
0,145.32,189
0,163.2,241
0,107.02,50
0,150.58,52
0,0.14,53
0,55.17,53
0,139.75,243
0,177.06,54
0,238.66,234
0,151.12,55
0,123.37,56
0,0.11,57
0,208.73,57
0,0.2,217
0,0.61,217
0,168.2,58
0,196.17,59
0,0.15,235
0,0.81,237
0,0.17,235
0,0.3,235
0,179.73,217
0,219.1,60
0,247.6,237
0,0.37,235
0,0.75,61
0,0.93,235
0,0.31,235
0,23.36,61
0,197.89,235
0,125.39,236
0,3.76,246
0,1.36,245
0,0.62,244
0,0.96,222
0,0.92,51
0,1.82,246
0,0.85,247
0,1.29,246
0,4.09,247
0,1.31,246
0,0.11,247
0,6.07,247
0,21.36,246
0,2.28,245
0,0.12,254
0,25.85,247
0,22.93,245
0,3.84,255
0,1.3,254
0,22.15,253
0,21.33,254
0,24.76,255
0,20.21,252
0,0.17,251
0,20.76,251
0,24.02,250
0,4.5,249
0,23.89,248
0,1.92,225
0,26.38,246
0,27.59,249
0,4.28,225
0,40.74,244
0,1.55,223
0,28.16,222
0,32.28,221
0,44.87,247
0,46.38,245
0,0.1,254
0,0.71,254
0,0.76,254
0,0.63,253
0,0.16,255
0,0.16,255
0,0.16,260
0,0.19,260
0,0.9,246
0,0.17,260
0,0.16,246
0,0.62,246
0,0.35,260
0,0.86,246
0,0.17,246
0,0.17,189
0,0.12,189
0,0.14,189
0,0.11,189
0,0.18,189
0,0.11,189
0,0.29,189
0,0.18,189
0,0.25,189
0,0.12,189
0,0.13,238
0,1.32,238
0,0.36,249
0,0.15,248
0,2.22,225
0,6.3,249
0,8.17,238
0,7.05,249
0,0.13,249
0,0.37,238
0,1.49,238
0,3.61,249
0,0.35,238
0,0.78,238
0,0.36,238
0,0.13,249
0,5.64,238
0,0.35,249
0,2.42,249
0,0.17,238
0,0.51,238
0,0.4,238
0,0.6,249
0,0.4,248
0,0.47,238
0,0.41,225
0,0.41,244
0,1.11,238
0,6.83,238
0,0.17,249
0,6.81,249
0,1.49,248
0,4.27,225
0,6.88,248
0,3.63,244
0,0.5,223
0,69.35,223
0,2.09,238
0,0.49,222
0,0.44,225
0,0.4,222
0,26.8,238
0,1.82,235
0,5.4,249
0,2.29,248
0,0.44,235
0,0.12,235
0,0.15,235
0,0.55,235
0,0.44,238
0,0.14,237
0,0.12,238
0,0.75,238
0,0.51,238
0,22.64,238
0,21.51,238
0,19.38,237
0,22.29,235
0,22.17,238
0,0.1,237
