id_worker,Running_time,Waiting_time,Switch_On_Date,Switch_Off_Date
270,0j:0H:0m:32s,0j:0H:1m:37s,10/06/2020 13:25:50.000 ,10/06/2020 13:28:00.000 
269,0j:0H:0m:7s,0j:0H:2m:2s,10/06/2020 13:25:50.000 ,10/06/2020 13:28:00.000 
268,0j:0H:0m:3s,0j:0H:2m:6s,10/06/2020 13:25:50.000 ,10/06/2020 13:28:00.000 
267,0j:0H:0m:22s,0j:0H:1m:47s,10/06/2020 13:25:50.000 ,10/06/2020 13:28:00.000 
266,0j:0H:0m:0s,0j:0H:2m:9s,10/06/2020 13:25:50.000 ,10/06/2020 13:28:00.000 
265,0j:0H:0m:0s,0j:0H:2m:10s,10/06/2020 13:25:50.000 ,10/06/2020 13:28:00.000 
264,0j:0H:0m:0s,0j:0H:2m:10s,10/06/2020 13:25:50.000 ,10/06/2020 13:28:00.000 
263,0j:0H:0m:0s,0j:0H:2m:10s,10/06/2020 13:25:50.000 ,10/06/2020 13:28:00.000 
222,0j:0H:22m:59s,0j:0H:36m:10s,10/06/2020 12:50:50.000 ,10/06/2020 13:50:00.000 
221,0j:0H:20m:45s,0j:0H:38m:24s,10/06/2020 12:50:50.000 ,10/06/2020 13:50:00.000 
206,0j:0H:19m:36s,0j:0H:40m:53s,10/06/2020 12:49:30.000 ,10/06/2020 13:50:00.000 
220,0j:0H:20m:8s,0j:0H:39m:1s,10/06/2020 12:50:50.000 ,10/06/2020 13:50:00.000 
219,0j:0H:13m:55s,0j:0H:45m:14s,10/06/2020 12:50:50.000 ,10/06/2020 13:50:00.000 
291,0j:0H:1m:10s,0j:0H:1m:39s,10/06/2020 13:51:10.000 ,10/06/2020 13:54:00.000 
303,0j:0H:0m:3s,0j:0H:0m:26s,10/06/2020 13:53:30.000 ,10/06/2020 13:54:00.000 
301,0j:0H:0m:28s,0j:0H:0m:21s,10/06/2020 13:53:10.000 ,10/06/2020 13:54:00.000 
300,0j:0H:0m:1s,0j:0H:0m:48s,10/06/2020 13:53:10.000 ,10/06/2020 13:54:00.000 
299,0j:0H:0m:0s,0j:0H:0m:49s,10/06/2020 13:53:10.000 ,10/06/2020 13:54:00.000 
298,0j:0H:0m:0s,0j:0H:0m:49s,10/06/2020 13:53:10.000 ,10/06/2020 13:54:00.000 
289,0j:0H:0m:25s,0j:0H:2m:24s,10/06/2020 13:51:10.000 ,10/06/2020 13:54:00.000 
288,0j:0H:0m:23s,0j:0H:2m:46s,10/06/2020 13:50:50.000 ,10/06/2020 13:54:00.000 
287,0j:0H:0m:22s,0j:0H:2m:47s,10/06/2020 13:50:50.000 ,10/06/2020 13:54:00.000 
286,0j:0H:0m:24s,0j:0H:2m:45s,10/06/2020 13:50:50.000 ,10/06/2020 13:54:00.000 
280,0j:0H:3m:12s,0j:0H:2m:17s,10/06/2020 13:48:30.000 ,10/06/2020 13:54:00.000 
279,0j:0H:3m:37s,0j:0H:1m:52s,10/06/2020 13:48:30.000 ,10/06/2020 13:54:00.000 
278,0j:0H:3m:44s,0j:0H:1m:45s,10/06/2020 13:48:30.000 ,10/06/2020 13:54:00.000 
277,0j:0H:3m:46s,0j:0H:1m:43s,10/06/2020 13:48:30.000 ,10/06/2020 13:54:00.000 
276,0j:0H:2m:24s,0j:0H:3m:5s,10/06/2020 13:48:30.000 ,10/06/2020 13:54:00.000 
262,0j:0H:16m:52s,0j:0H:11m:17s,10/06/2020 13:25:50.000 ,10/06/2020 13:54:00.000 
261,0j:0H:15m:25s,0j:0H:12m:44s,10/06/2020 13:25:50.000 ,10/06/2020 13:54:00.000 
249,0j:0H:22m:23s,0j:0H:17m:26s,10/06/2020 13:14:10.000 ,10/06/2020 13:54:00.000 
248,0j:0H:15m:29s,0j:0H:24m:20s,10/06/2020 13:14:10.000 ,10/06/2020 13:54:00.000 
225,0j:0H:24m:34s,0j:0H:38m:15s,10/06/2020 12:51:10.000 ,10/06/2020 13:54:00.000 
294,0j:0H:3m:5s,0j:0H:1m:44s,10/06/2020 13:51:10.000 ,10/06/2020 13:56:00.000 
293,0j:0H:3m:3s,0j:0H:1m:46s,10/06/2020 13:51:10.000 ,10/06/2020 13:56:00.000 
235,0j:0H:45m:12s,0j:0H:19m:17s,10/06/2020 12:51:30.000 ,10/06/2020 13:56:00.000 
297,0j:0H:10m:27s,0j:0H:2m:2s,10/06/2020 13:51:30.000 ,10/06/2020 14:04:00.000 
296,0j:0H:9m:53s,0j:0H:2m:36s,10/06/2020 13:51:30.000 ,10/06/2020 14:04:00.000 
295,0j:0H:9m:18s,0j:0H:3m:31s,10/06/2020 13:51:10.000 ,10/06/2020 14:04:00.000 
238,0j:0H:52m:39s,0j:0H:19m:50s,10/06/2020 12:51:30.000 ,10/06/2020 14:04:00.000 
306,0j:0H:2m:17s,0j:0H:1m:12s,10/06/2020 14:00:30.000 ,10/06/2020 14:04:00.000 
305,0j:0H:3m:40s,0j:0H:1m:9s,10/06/2020 13:59:10.000 ,10/06/2020 14:04:00.000 
292,0j:0H:7m:30s,0j:0H:5m:19s,10/06/2020 13:51:10.000 ,10/06/2020 14:04:00.000 
290,0j:0H:7m:54s,0j:0H:4m:55s,10/06/2020 13:51:10.000 ,10/06/2020 14:04:00.000 
321,0j:0H:1m:4s,0j:0H:1m:5s,10/06/2020 14:01:50.000 ,10/06/2020 14:04:00.000 
317,0j:0H:2m:0s,0j:0H:1m:29s,10/06/2020 14:00:30.000 ,10/06/2020 14:04:00.000 
316,0j:0H:2m:20s,0j:0H:1m:9s,10/06/2020 14:00:30.000 ,10/06/2020 14:04:00.000 
315,0j:0H:2m:4s,0j:0H:1m:25s,10/06/2020 14:00:30.000 ,10/06/2020 14:04:00.000 
314,0j:0H:1m:32s,0j:0H:1m:57s,10/06/2020 14:00:30.000 ,10/06/2020 14:04:00.000 
313,0j:0H:1m:25s,0j:0H:2m:4s,10/06/2020 14:00:30.000 ,10/06/2020 14:04:00.000 
312,0j:0H:1m:30s,0j:0H:1m:59s,10/06/2020 14:00:30.000 ,10/06/2020 14:04:00.000 
311,0j:0H:1m:32s,0j:0H:1m:57s,10/06/2020 14:00:30.000 ,10/06/2020 14:04:00.000 
310,0j:0H:1m:7s,0j:0H:2m:22s,10/06/2020 14:00:30.000 ,10/06/2020 14:04:00.000 
309,0j:0H:0m:36s,0j:0H:2m:53s,10/06/2020 14:00:30.000 ,10/06/2020 14:04:00.000 
339,0j:0H:1m:15s,0j:0H:0m:54s,10/06/2020 14:07:50.000 ,10/06/2020 14:10:00.000 
345,0j:0H:0m:58s,0j:0H:1m:11s,10/06/2020 14:07:50.000 ,10/06/2020 14:10:00.000 
353,0j:0H:0m:29s,0j:0H:1m:20s,10/06/2020 14:08:10.000 ,10/06/2020 14:10:00.000 
352,0j:0H:0m:16s,0j:0H:1m:33s,10/06/2020 14:08:10.000 ,10/06/2020 14:10:00.000 
351,0j:0H:0m:8s,0j:0H:1m:41s,10/06/2020 14:08:10.000 ,10/06/2020 14:10:00.000 
350,0j:0H:0m:5s,0j:0H:1m:44s,10/06/2020 14:08:10.000 ,10/06/2020 14:10:00.000 
349,0j:0H:0m:1s,0j:0H:1m:48s,10/06/2020 14:08:10.000 ,10/06/2020 14:10:00.000 
348,0j:0H:0m:0s,0j:0H:1m:50s,10/06/2020 14:08:10.000 ,10/06/2020 14:10:00.000 
347,0j:0H:0m:0s,0j:0H:1m:50s,10/06/2020 14:08:10.000 ,10/06/2020 14:10:00.000 
346,0j:0H:0m:0s,0j:0H:1m:50s,10/06/2020 14:08:10.000 ,10/06/2020 14:10:00.000 
338,0j:0H:0m:1s,0j:0H:2m:8s,10/06/2020 14:07:50.000 ,10/06/2020 14:10:00.000 
337,0j:0H:0m:0s,0j:0H:2m:9s,10/06/2020 14:07:50.000 ,10/06/2020 14:10:00.000 
335,0j:0H:0m:22s,0j:0H:2m:7s,10/06/2020 14:07:30.000 ,10/06/2020 14:10:00.000 
334,0j:0H:0m:33s,0j:0H:1m:56s,10/06/2020 14:07:30.000 ,10/06/2020 14:10:00.000 
304,0j:0H:8m:21s,0j:0H:2m:28s,10/06/2020 13:59:10.000 ,10/06/2020 14:10:00.000 
333,0j:0H:2m:27s,0j:0H:0m:2s,10/06/2020 14:07:30.000 ,10/06/2020 14:10:00.000 
344,0j:0H:0m:0s,0j:0H:2m:10s,10/06/2020 14:07:50.000 ,10/06/2020 14:10:00.000 
343,0j:0H:0m:0s,0j:0H:2m:10s,10/06/2020 14:07:50.000 ,10/06/2020 14:10:00.000 
302,0j:0H:11m:38s,0j:0H:4m:51s,10/06/2020 13:53:30.000 ,10/06/2020 14:10:00.000 
342,0j:0H:0m:0s,0j:0H:2m:10s,10/06/2020 14:07:50.000 ,10/06/2020 14:10:00.000 
328,0j:0H:1m:41s,0j:0H:2m:48s,10/06/2020 14:07:30.000 ,10/06/2020 14:12:00.000 
324,0j:0H:4m:30s,0j:0H:0m:19s,10/06/2020 14:07:10.000 ,10/06/2020 14:12:00.000 
322,0j:0H:1m:49s,0j:0H:3m:0s,10/06/2020 14:07:10.000 ,10/06/2020 14:12:00.000 
308,0j:0H:4m:59s,0j:0H:6m:30s,10/06/2020 14:00:30.000 ,10/06/2020 14:12:00.000 
307,0j:0H:7m:58s,0j:0H:3m:31s,10/06/2020 14:00:30.000 ,10/06/2020 14:12:00.000 
244,0j:0H:28m:48s,0j:0H:29m:21s,10/06/2020 13:13:50.000 ,10/06/2020 14:12:00.000 
223,0j:0H:33m:57s,0j:0H:46m:52s,10/06/2020 12:51:10.000 ,10/06/2020 14:12:00.000 
285,0j:0H:8m:37s,0j:0H:12m:32s,10/06/2020 13:50:50.000 ,10/06/2020 14:12:00.000 
284,0j:0H:8m:57s,0j:0H:12m:12s,10/06/2020 13:50:50.000 ,10/06/2020 14:12:00.000 
283,0j:0H:8m:51s,0j:0H:12m:18s,10/06/2020 13:50:50.000 ,10/06/2020 14:12:00.000 
282,0j:0H:9m:9s,0j:0H:12m:0s,10/06/2020 13:50:50.000 ,10/06/2020 14:12:00.000 
281,0j:0H:5m:36s,0j:0H:15m:33s,10/06/2020 13:50:50.000 ,10/06/2020 14:12:00.000 
218,0j:0H:23m:33s,0j:0H:57m:36s,10/06/2020 12:50:50.000 ,10/06/2020 14:12:00.000 
217,0j:0H:31m:13s,0j:0H:49m:56s,10/06/2020 12:50:50.000 ,10/06/2020 14:12:00.000 
241,0j:0H:19m:12s,0j:0H:43m:17s,10/06/2020 13:09:30.000 ,10/06/2020 14:12:00.000 
50,0j:0H:41m:41s,0j:1H:41m:48s,10/06/2020 11:48:30.000 ,10/06/2020 14:12:00.000 
51,0j:0H:39m:33s,0j:1H:43m:56s,10/06/2020 11:48:30.000 ,10/06/2020 14:12:00.000 
52,0j:0H:35m:8s,0j:1H:48m:21s,10/06/2020 11:48:30.000 ,10/06/2020 14:12:00.000 
388,0j:0H:2m:14s,0j:0H:0m:35s,10/06/2020 14:19:10.000 ,10/06/2020 14:22:00.000 
386,0j:0H:1m:39s,0j:0H:1m:10s,10/06/2020 14:19:10.000 ,10/06/2020 14:22:00.000 
336,0j:0H:12m:23s,0j:0H:2m:6s,10/06/2020 14:07:30.000 ,10/06/2020 14:22:00.000 
385,0j:0H:2m:6s,0j:0H:1m:3s,10/06/2020 14:18:50.000 ,10/06/2020 14:22:00.000 
384,0j:0H:1m:38s,0j:0H:1m:31s,10/06/2020 14:18:50.000 ,10/06/2020 14:22:00.000 
383,0j:0H:1m:52s,0j:0H:1m:37s,10/06/2020 14:18:30.000 ,10/06/2020 14:22:00.000 
382,0j:0H:1m:41s,0j:0H:1m:48s,10/06/2020 14:18:30.000 ,10/06/2020 14:22:00.000 
381,0j:0H:1m:45s,0j:0H:1m:44s,10/06/2020 14:18:30.000 ,10/06/2020 14:22:00.000 
380,0j:0H:1m:17s,0j:0H:2m:12s,10/06/2020 14:18:30.000 ,10/06/2020 14:22:00.000 
379,0j:0H:1m:48s,0j:0H:1m:41s,10/06/2020 14:18:30.000 ,10/06/2020 14:22:00.000 
378,0j:0H:0m:50s,0j:0H:2m:39s,10/06/2020 14:18:30.000 ,10/06/2020 14:22:00.000 
332,0j:0H:11m:14s,0j:0H:3m:15s,10/06/2020 14:07:30.000 ,10/06/2020 14:22:00.000 
341,0j:0H:8m:3s,0j:0H:6m:6s,10/06/2020 14:07:50.000 ,10/06/2020 14:22:00.000 
340,0j:0H:7m:41s,0j:0H:6m:28s,10/06/2020 14:07:50.000 ,10/06/2020 14:22:00.000 
331,0j:0H:11m:46s,0j:0H:2m:43s,10/06/2020 14:07:30.000 ,10/06/2020 14:22:00.000 
320,0j:0H:17m:46s,0j:0H:3m:43s,10/06/2020 14:00:30.000 ,10/06/2020 14:22:00.000 
319,0j:0H:14m:26s,0j:0H:7m:3s,10/06/2020 14:00:30.000 ,10/06/2020 14:22:00.000 
318,0j:0H:13m:37s,0j:0H:7m:52s,10/06/2020 14:00:30.000 ,10/06/2020 14:22:00.000 
330,0j:0H:10m:22s,0j:0H:4m:7s,10/06/2020 14:07:30.000 ,10/06/2020 14:22:00.000 
329,0j:0H:6m:18s,0j:0H:8m:11s,10/06/2020 14:07:30.000 ,10/06/2020 14:22:00.000 
370,0j:0H:3m:19s,0j:0H:3m:10s,10/06/2020 14:17:30.000 ,10/06/2020 14:24:00.000 
369,0j:0H:3m:50s,0j:0H:2m:39s,10/06/2020 14:17:30.000 ,10/06/2020 14:24:00.000 
368,0j:0H:5m:50s,0j:0H:0m:39s,10/06/2020 14:17:30.000 ,10/06/2020 14:24:00.000 
367,0j:0H:5m:31s,0j:0H:0m:58s,10/06/2020 14:17:30.000 ,10/06/2020 14:24:00.000 
366,0j:0H:5m:28s,0j:0H:1m:1s,10/06/2020 14:17:30.000 ,10/06/2020 14:24:00.000 
365,0j:0H:1m:9s,0j:0H:5m:20s,10/06/2020 14:17:30.000 ,10/06/2020 14:24:00.000 
364,0j:0H:1m:14s,0j:0H:5m:15s,10/06/2020 14:17:30.000 ,10/06/2020 14:24:00.000 
363,0j:0H:3m:56s,0j:0H:2m:33s,10/06/2020 14:17:30.000 ,10/06/2020 14:24:00.000 
362,0j:0H:2m:27s,0j:0H:4m:2s,10/06/2020 14:17:30.000 ,10/06/2020 14:24:00.000 
377,0j:0H:3m:57s,0j:0H:5m:32s,10/06/2020 14:18:30.000 ,10/06/2020 14:28:00.000 
325,0j:0H:9m:3s,0j:0H:11m:46s,10/06/2020 14:07:10.000 ,10/06/2020 14:28:00.000 
376,0j:0H:3m:19s,0j:0H:6m:10s,10/06/2020 14:18:30.000 ,10/06/2020 14:28:00.000 
375,0j:0H:1m:56s,0j:0H:7m:33s,10/06/2020 14:18:30.000 ,10/06/2020 14:28:00.000 
374,0j:0H:5m:37s,0j:0H:4m:52s,10/06/2020 14:17:30.000 ,10/06/2020 14:28:00.000 
373,0j:0H:7m:10s,0j:0H:3m:19s,10/06/2020 14:17:30.000 ,10/06/2020 14:28:00.000 
372,0j:0H:6m:43s,0j:0H:3m:46s,10/06/2020 14:17:30.000 ,10/06/2020 14:28:00.000 
371,0j:0H:2m:30s,0j:0H:7m:59s,10/06/2020 14:17:30.000 ,10/06/2020 14:28:00.000 
397,0j:0H:0m:6s,0j:0H:2m:23s,10/06/2020 14:25:30.000 ,10/06/2020 14:28:00.000 
396,0j:0H:0m:4s,0j:0H:2m:25s,10/06/2020 14:25:30.000 ,10/06/2020 14:28:00.000 
395,0j:0H:0m:1s,0j:0H:2m:28s,10/06/2020 14:25:30.000 ,10/06/2020 14:28:00.000 
394,0j:0H:0m:5s,0j:0H:2m:44s,10/06/2020 14:25:10.000 ,10/06/2020 14:28:00.000 
393,0j:0H:1m:58s,0j:0H:0m:51s,10/06/2020 14:25:10.000 ,10/06/2020 14:28:00.000 
392,0j:0H:0m:2s,0j:0H:2m:47s,10/06/2020 14:25:10.000 ,10/06/2020 14:28:00.000 
391,0j:0H:0m:1s,0j:0H:2m:48s,10/06/2020 14:25:10.000 ,10/06/2020 14:28:00.000 
410,0j:0H:0m:1s,0j:0H:4m:8s,10/06/2020 14:37:50.000 ,10/06/2020 14:42:00.000 
409,0j:0H:0m:0s,0j:0H:4m:9s,10/06/2020 14:37:50.000 ,10/06/2020 14:42:00.000 
408,0j:0H:0m:20s,0j:0H:4m:9s,10/06/2020 14:37:30.000 ,10/06/2020 14:42:00.000 
407,0j:0H:3m:3s,0j:0H:1m:26s,10/06/2020 14:37:30.000 ,10/06/2020 14:42:00.000 
406,0j:0H:0m:20s,0j:0H:4m:9s,10/06/2020 14:37:30.000 ,10/06/2020 14:42:00.000 
405,0j:0H:0m:24s,0j:0H:4m:5s,10/06/2020 14:37:30.000 ,10/06/2020 14:42:00.000 
404,0j:0H:0m:23s,0j:0H:4m:6s,10/06/2020 14:37:30.000 ,10/06/2020 14:42:00.000 
390,0j:0H:8m:42s,0j:0H:8m:7s,10/06/2020 14:25:10.000 ,10/06/2020 14:42:00.000 
389,0j:0H:7m:52s,0j:0H:8m:57s,10/06/2020 14:25:10.000 ,10/06/2020 14:42:00.000 
360,0j:0H:13m:24s,0j:0H:11m:5s,10/06/2020 14:17:30.000 ,10/06/2020 14:42:00.000 
53,0j:0H:46m:4s,0j:2H:7m:25s,10/06/2020 11:48:30.000 ,10/06/2020 14:42:00.000 
54,0j:0H:46m:11s,0j:2H:7m:18s,10/06/2020 11:48:30.000 ,10/06/2020 14:42:00.000 
55,0j:0H:50m:46s,0j:2H:2m:43s,10/06/2020 11:48:30.000 ,10/06/2020 14:42:00.000 
56,0j:0H:42m:59s,0j:2H:10m:30s,10/06/2020 11:48:30.000 ,10/06/2020 14:42:00.000 
57,0j:0H:44m:47s,0j:2H:8m:42s,10/06/2020 11:48:30.000 ,10/06/2020 14:42:00.000 
403,0j:0H:14m:27s,0j:0H:4m:2s,10/06/2020 14:25:30.000 ,10/06/2020 14:44:00.000 
400,0j:0H:12m:49s,0j:0H:5m:40s,10/06/2020 14:25:30.000 ,10/06/2020 14:44:00.000 
399,0j:0H:12m:37s,0j:0H:5m:52s,10/06/2020 14:25:30.000 ,10/06/2020 14:44:00.000 
418,0j:0H:3m:23s,0j:0H:2m:46s,10/06/2020 14:37:50.000 ,10/06/2020 14:44:00.000 
326,0j:0H:21m:25s,0j:0H:15m:24s,10/06/2020 14:07:10.000 ,10/06/2020 14:44:00.000 
417,0j:0H:3m:14s,0j:0H:2m:55s,10/06/2020 14:37:50.000 ,10/06/2020 14:44:00.000 
402,0j:0H:18m:0s,0j:0H:6m:29s,10/06/2020 14:25:30.000 ,10/06/2020 14:50:00.000 
398,0j:0H:18m:48s,0j:0H:5m:41s,10/06/2020 14:25:30.000 ,10/06/2020 14:50:00.000 
327,0j:0H:27m:57s,0j:0H:14m:52s,10/06/2020 14:07:10.000 ,10/06/2020 14:50:00.000 
387,0j:0H:33m:36s,0j:0H:5m:13s,10/06/2020 14:19:10.000 ,10/06/2020 14:58:00.000 
430,0j:0H:1m:16s,0j:0H:0m:53s,10/06/2020 14:55:50.000 ,10/06/2020 14:58:00.000 
401,0j:0H:24m:38s,0j:0H:7m:51s,10/06/2020 14:25:30.000 ,10/06/2020 14:58:00.000 
429,0j:0H:11m:8s,0j:0H:5m:1s,10/06/2020 14:55:50.000 ,10/06/2020 15:12:00.000 
427,0j:0H:16m:44s,0j:0H:5m:45s,10/06/2020 14:49:30.000 ,10/06/2020 15:12:00.000 
428,0j:0H:9m:52s,0j:0H:6m:17s,10/06/2020 14:55:50.000 ,10/06/2020 15:12:00.000 
323,0j:0H:42m:14s,0j:0H:22m:35s,10/06/2020 14:07:10.000 ,10/06/2020 15:12:00.000 
415,0j:0H:18m:24s,0j:0H:15m:45s,10/06/2020 14:37:50.000 ,10/06/2020 15:12:00.000 
438,0j:0H:0m:0s,0j:0H:0m:10s,10/06/2020 15:11:50.000 ,10/06/2020 15:12:00.000 
437,0j:0H:0m:0s,0j:0H:0m:10s,10/06/2020 15:11:50.000 ,10/06/2020 15:12:00.000 
424,0j:0H:11m:54s,0j:0H:16m:15s,10/06/2020 14:43:50.000 ,10/06/2020 15:12:00.000 
426,0j:0H:17m:50s,0j:0H:6m:59s,10/06/2020 14:49:10.000 ,10/06/2020 15:14:00.000 
425,0j:0H:16m:50s,0j:0H:7m:59s,10/06/2020 14:49:10.000 ,10/06/2020 15:14:00.000 
416,0j:0H:23m:40s,0j:0H:12m:29s,10/06/2020 14:37:50.000 ,10/06/2020 15:14:00.000 
443,0j:0H:0m:26s,0j:0H:0m:43s,10/06/2020 15:12:50.000 ,10/06/2020 15:14:00.000 
442,0j:0H:0m:3s,0j:0H:1m:6s,10/06/2020 15:12:50.000 ,10/06/2020 15:14:00.000 
435,0j:0H:4m:44s,0j:0H:3m:25s,10/06/2020 15:11:50.000 ,10/06/2020 15:20:00.000 
451,0j:0H:0m:5s,0j:0H:1m:4s,10/06/2020 15:18:50.000 ,10/06/2020 15:20:00.000 
450,0j:0H:0m:5s,0j:0H:1m:4s,10/06/2020 15:18:50.000 ,10/06/2020 15:20:00.000 
449,0j:0H:0m:0s,0j:0H:1m:10s,10/06/2020 15:18:50.000 ,10/06/2020 15:20:00.000 
448,0j:0H:0m:0s,0j:0H:1m:10s,10/06/2020 15:18:50.000 ,10/06/2020 15:20:00.000 
447,0j:0H:0m:0s,0j:0H:1m:10s,10/06/2020 15:18:50.000 ,10/06/2020 15:20:00.000 
446,0j:0H:1m:10s,0j:0H:0m:19s,10/06/2020 15:18:30.000 ,10/06/2020 15:20:00.000 
445,0j:0H:0m:0s,0j:0H:1m:30s,10/06/2020 15:18:30.000 ,10/06/2020 15:20:00.000 
444,0j:0H:0m:0s,0j:0H:1m:30s,10/06/2020 15:18:30.000 ,10/06/2020 15:20:00.000 
414,0j:0H:21m:37s,0j:0H:20m:32s,10/06/2020 14:37:50.000 ,10/06/2020 15:20:00.000 
412,0j:0H:20m:44s,0j:0H:21m:25s,10/06/2020 14:37:50.000 ,10/06/2020 15:20:00.000 
431,0j:0H:7m:5s,0j:0H:3m:24s,10/06/2020 15:11:30.000 ,10/06/2020 15:22:00.000 
462,0j:0H:0m:3s,0j:0H:0m:6s,10/06/2020 15:21:50.000 ,10/06/2020 15:22:00.000 
458,0j:0H:0m:2s,0j:0H:0m:27s,10/06/2020 15:21:30.000 ,10/06/2020 15:22:00.000 
457,0j:0H:0m:0s,0j:0H:0m:30s,10/06/2020 15:21:30.000 ,10/06/2020 15:22:00.000 
456,0j:0H:0m:0s,0j:0H:0m:30s,10/06/2020 15:21:30.000 ,10/06/2020 15:22:00.000 
413,0j:0H:21m:32s,0j:0H:22m:37s,10/06/2020 14:37:50.000 ,10/06/2020 15:22:00.000 
455,0j:0H:0m:0s,0j:0H:0m:30s,10/06/2020 15:21:30.000 ,10/06/2020 15:22:00.000 
411,0j:0H:19m:33s,0j:0H:24m:36s,10/06/2020 14:37:50.000 ,10/06/2020 15:22:00.000 
466,0j:0H:0m:0s,0j:0H:0m:10s,10/06/2020 15:21:50.000 ,10/06/2020 15:22:00.000 
454,0j:0H:0m:42s,0j:0H:2m:27s,10/06/2020 15:18:50.000 ,10/06/2020 15:22:00.000 
453,0j:0H:0m:42s,0j:0H:2m:27s,10/06/2020 15:18:50.000 ,10/06/2020 15:22:00.000 
452,0j:0H:0m:42s,0j:0H:2m:27s,10/06/2020 15:18:50.000 ,10/06/2020 15:22:00.000 
433,0j:0H:15m:46s,0j:0H:2m:43s,10/06/2020 15:11:30.000 ,10/06/2020 15:30:00.000 
432,0j:0H:14m:27s,0j:0H:4m:2s,10/06/2020 15:11:30.000 ,10/06/2020 15:30:00.000 
478,0j:0H:0m:22s,0j:0H:0m:47s,10/06/2020 15:28:50.000 ,10/06/2020 15:30:00.000 
465,0j:0H:6m:17s,0j:0H:1m:52s,10/06/2020 15:21:50.000 ,10/06/2020 15:30:00.000 
434,0j:0H:13m:31s,0j:0H:4m:38s,10/06/2020 15:11:50.000 ,10/06/2020 15:30:00.000 
464,0j:0H:5m:59s,0j:0H:2m:10s,10/06/2020 15:21:50.000 ,10/06/2020 15:30:00.000 
463,0j:0H:5m:38s,0j:0H:2m:31s,10/06/2020 15:21:50.000 ,10/06/2020 15:30:00.000 
477,0j:0H:0m:0s,0j:0H:1m:10s,10/06/2020 15:28:50.000 ,10/06/2020 15:30:00.000 
461,0j:0H:5m:0s,0j:0H:3m:9s,10/06/2020 15:21:50.000 ,10/06/2020 15:30:00.000 
460,0j:0H:5m:29s,0j:0H:2m:40s,10/06/2020 15:21:50.000 ,10/06/2020 15:30:00.000 
459,0j:0H:4m:56s,0j:0H:3m:33s,10/06/2020 15:21:30.000 ,10/06/2020 15:30:00.000 
476,0j:0H:0m:0s,0j:0H:1m:10s,10/06/2020 15:28:50.000 ,10/06/2020 15:30:00.000 
475,0j:0H:0m:0s,0j:0H:1m:10s,10/06/2020 15:28:50.000 ,10/06/2020 15:30:00.000 
474,0j:0H:0m:0s,0j:0H:1m:10s,10/06/2020 15:28:50.000 ,10/06/2020 15:30:00.000 
436,0j:0H:15m:40s,0j:0H:32m:29s,10/06/2020 15:11:50.000 ,10/06/2020 16:00:00.000 
473,0j:0H:0m:0s,0j:0H:31m:10s,10/06/2020 15:28:50.000 ,10/06/2020 16:00:00.000 
472,0j:0H:0m:0s,0j:0H:31m:10s,10/06/2020 15:28:50.000 ,10/06/2020 16:00:00.000 
471,0j:0H:0m:0s,0j:0H:31m:10s,10/06/2020 15:28:50.000 ,10/06/2020 16:00:00.000 
480,0j:0H:0m:0s,0j:0H:31m:10s,10/06/2020 15:28:50.000 ,10/06/2020 16:00:00.000 
479,0j:0H:0m:0s,0j:0H:31m:10s,10/06/2020 15:28:50.000 ,10/06/2020 16:00:00.000 
470,0j:0H:0m:0s,0j:0H:31m:10s,10/06/2020 15:28:50.000 ,10/06/2020 16:00:00.000 
469,0j:0H:0m:0s,0j:0H:31m:10s,10/06/2020 15:28:50.000 ,10/06/2020 16:00:00.000 
468,0j:0H:0m:0s,0j:0H:31m:30s,10/06/2020 15:28:30.000 ,10/06/2020 16:00:00.000 
467,0j:0H:0m:0s,0j:0H:31m:30s,10/06/2020 15:28:30.000 ,10/06/2020 16:00:00.000 
441,0j:0H:8m:2s,0j:0H:39m:7s,10/06/2020 15:12:50.000 ,10/06/2020 16:00:00.000 
440,0j:0H:8m:19s,0j:0H:38m:50s,10/06/2020 15:12:50.000 ,10/06/2020 16:00:00.000 
361,0j:0H:34m:59s,0j:1H:7m:30s,10/06/2020 14:17:30.000 ,10/06/2020 16:00:00.000 
439,0j:0H:7m:56s,0j:0H:39m:13s,10/06/2020 15:12:50.000 ,10/06/2020 16:00:00.000 
423,0j:0H:18m:29s,0j:0H:57m:40s,10/06/2020 14:43:50.000 ,10/06/2020 16:00:00.000 
422,0j:0H:16m:31s,0j:0H:59m:38s,10/06/2020 14:43:50.000 ,10/06/2020 16:00:00.000 
421,0j:0H:19m:10s,0j:0H:57m:19s,10/06/2020 14:43:30.000 ,10/06/2020 16:00:00.000 
420,0j:0H:11m:10s,0j:1H:5m:19s,10/06/2020 14:43:30.000 ,10/06/2020 16:00:00.000 
419,0j:0H:8m:22s,0j:1H:8m:7s,10/06/2020 14:43:30.000 ,10/06/2020 16:00:00.000 
58,0j:1H:1m:3s,0j:3H:10m:26s,10/06/2020 11:48:30.000 ,10/06/2020 16:00:00.000 
59,0j:0H:36m:28s,0j:3H:35m:1s,10/06/2020 11:48:30.000 ,10/06/2020 16:00:00.000 
60,0j:0H:46m:19s,0j:3H:25m:10s,10/06/2020 11:48:30.000 ,10/06/2020 16:00:00.000 
61,0j:0H:45m:31s,0j:3H:25m:58s,10/06/2020 11:48:30.000 ,10/06/2020 16:00:00.000 
